grade06,grade07,grade08,grade09,grade10,grade11,grade12,county_district_school_code,economically_disadvantaged,english_learners,female,homeless,male,migrant,military_connected,in_foster_care,with_disabilities,american_indian_or_alaska_native,asian,black_or_african_american,hispanic,native_hawaiian_or_pacific_islander,two_or_more_races,white,academic_year
0.0,0.0,0.0,0.0,0.0,0.0,0.0,37-2240-035,30.6,4.5,,0.0,,0.0,0.0,0.0,37.6,0.0,2.1,5.4,38.4,0.0,2.1,52.1,2021-2022
89.0,121.0,0.0,0.0,0.0,0.0,0.0,37-2240-040,16.9,1.9,50.0,0.0,50.0,0.0,0.0,0.5,24.4,0.2,3.1,5.4,32.4,0.5,0.5,58.0,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,37-2240-070,22.0,6.0,,0.0,,0.0,0.0,0.5,37.2,0.0,5.0,5.5,33.9,0.0,0.5,55.0,2021-2022
0.0,140.0,108.0,140.0,144.0,134.0,123.0,37-2465-050,7.2,0.0,50.0,1.3,49.0,0.3,0.4,0.1,14.9,0.0,1.1,1.0,7.4,0.3,1.3,88.9,2021-2022
22.0,13.0,26.0,0.0,0.0,0.0,0.0,37-2490-050,10.4,0.5,,0.0,,0.0,1.4,0.0,17.0,0.9,0.0,0.9,17.0,0.5,1.9,78.8,2021-2022
0.0,0.0,0.0,152.0,183.0,144.0,162.0,37-2615-050,8.7,3.4,50.0,0.0,50.0,0.0,0.2,0.0,19.6,0.0,2.5,3.0,20.6,0.0,1.7,72.2,2021-2022
18.0,35.0,14.0,0.0,0.0,0.0,0.0,37-3300-050,30.3,0.0,,0.0,,0.0,0.0,0.7,18.3,0.7,1.4,3.5,22.2,0.0,5.6,66.5,2021-2022
0.0,0.0,0.0,194.0,165.0,171.0,182.0,37-3590-050,7.0,5.1,46.0,0.6,54.0,0.1,0.6,0.1,15.8,0.1,4.8,5.3,23.2,0.4,2.3,63.9,2021-2022
78.0,96.0,88.0,0.0,0.0,0.0,0.0,37-3590-060,25.9,5.5,49.0,0.9,51.0,0.0,0.3,0.3,22.9,0.0,2.4,8.8,35.4,0.3,4.0,49.1,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,37-3590-070,29.9,8.2,46.0,1.5,54.0,0.0,0.4,1.1,22.6,0.6,1.7,7.3,38.3,0.0,3.0,49.0,2021-2022
23.0,33.0,26.0,0.0,0.0,0.0,0.0,37-3840-050,13.8,0.0,,0.0,,0.4,0.0,0.0,23.6,0.0,0.4,2.2,13.1,1.1,0.0,83.3,2021-2022
19.0,0.0,0.0,0.0,0.0,0.0,0.0,37-4650-050,10.8,0.0,,0.8,,0.0,0.8,0.8,20.0,0.0,0.0,3.1,5.4,0.0,3.1,88.5,2021-2022
0.0,0.0,0.0,268.0,247.0,279.0,257.0,37-4960-050,2.8,0.5,50.0,0.1,50.0,0.0,0.3,0.0,16.1,0.0,3.7,2.8,9.0,0.1,0.8,83.6,2021-2022
238.0,244.0,250.0,0.0,0.0,0.0,0.0,37-4960-057,3.7,0.7,49.0,0.3,51.0,0.0,0.0,0.0,18.3,0.1,4.2,2.6,10.9,0.4,1.0,80.7,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,37-4960-060,3.9,1.7,44.0,0.2,56.0,0.0,0.2,0.0,18.2,0.4,5.4,2.1,12.0,0.8,1.0,78.3,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,37-4960-070,4.1,1.2,43.0,0.1,57.0,0.0,0.0,0.0,18.3,0.1,4.7,2.1,12.9,0.1,2.4,77.7,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,37-4960-300,3.9,2.2,,0.9,,0.0,0.4,0.0,19.4,0.0,3.4,2.6,10.3,0.0,0.4,83.2,2021-2022
24.0,31.0,39.0,0.0,0.0,0.0,0.0,37-5030-050,10.2,5.6,50.0,0.0,49.0,0.0,0.0,0.3,28.2,0.0,2.3,1.6,26.9,0.7,4.6,63.9,2021-2022
33.0,0.0,0.0,0.0,0.0,0.0,0.0,37-5040-050,8.7,0.0,,0.4,,0.0,0.0,0.0,24.4,0.0,0.0,1.5,3.3,0.0,1.1,94.2,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,37-5100-020,20.0,2.0,46.0,1.0,54.0,0.0,0.3,0.3,23.3,0.0,0.8,0.5,7.8,0.0,2.5,88.5,2021-2022
104.0,111.0,112.0,0.0,0.0,0.0,0.0,37-5100-060,22.9,0.0,51.0,1.2,49.0,0.0,0.0,0.3,20.8,0.0,0.6,2.4,4.9,0.0,1.5,90.5,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,37-5100-070,21.6,1.6,47.0,0.6,53.0,0.0,0.6,1.0,26.0,0.0,0.6,1.3,9.8,0.0,3.2,85.1,2021-2022
3.0,3.0,1.0,3.0,2.0,0.0,12.0,37-5105-050,7.9,0.0,,0.0,,0.0,0.0,0.0,97.4,0.0,0.0,10.5,5.3,0.0,5.3,78.9,2021-2022
0.0,0.0,0.0,181.0,185.0,164.0,169.0,37-5110-010,6.1,0.0,46.0,0.4,54.0,0.0,0.0,0.0,22.3,0.6,2.1,5.2,8.6,0.3,0.1,83.2,2021-2022
0.0,0.0,0.0,244.0,232.0,221.0,261.0,37-5360-020,11.3,0.5,48.0,0.4,52.0,0.0,0.1,0.0,17.4,0.1,2.1,3.5,14.4,0.1,1.4,78.4,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,37-5360-023,12.9,1.5,45.0,0.3,55.0,0.0,0.8,0.3,25.4,0.3,0.5,1.0,20.3,0.0,4.8,73.1,2021-2022
217.0,205.0,217.0,0.0,0.0,0.0,0.0,37-5360-025,12.0,0.6,48.0,0.3,52.0,0.0,0.3,0.0,21.8,0.2,1.6,1.6,15.8,0.2,4.7,76.1,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,37-5360-030,12.5,0.7,50.0,0.0,50.0,0.0,0.9,0.0,27.8,0.0,1.2,1.7,12.5,0.0,2.8,81.8,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,37-5360-040,12.5,1.4,53.0,0.2,47.0,0.0,0.7,0.0,29.9,0.0,0.5,1.9,16.6,0.2,3.9,76.9,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,37-5360-050,15.5,0.0,,0.0,,0.0,0.9,0.0,58.2,0.0,0.9,1.8,12.7,0.0,2.7,81.8,2021-2022
0.0,0.0,0.0,156.0,151.0,146.0,163.0,37-5435-060,14.1,0.0,46.0,0.0,54.0,0.0,0.5,0.0,20.9,0.2,2.9,5.2,17.0,0.0,2.1,72.6,2021-2022
0.0,0.0,0.0,227.0,277.0,222.0,223.0,39-0310-005,2.3,0.6,49.0,0.0,51.0,0.0,0.3,0.0,20.6,0.1,10.0,0.7,10.4,0.1,3.4,75.2,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39-0310-020,2.9,1.6,51.0,0.0,49.0,0.0,0.3,0.0,15.2,0.0,20.0,1.9,14.6,0.0,8.3,55.2,2021-2022
184.0,197.0,166.0,0.0,0.0,0.0,0.0,39-0310-030,1.6,0.4,50.0,0.0,50.0,0.0,0.2,0.0,13.3,0.0,18.5,2.0,12.6,0.0,4.6,62.3,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39-0310-035,3.0,4.1,,0.0,,0.0,0.7,0.0,17.0,0.0,20.0,1.1,14.1,0.0,10.0,54.8,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39-0310-040,0.5,2.0,,0.0,,0.0,0.0,0.0,16.7,0.0,19.1,2.0,12.7,0.0,9.3,56.9,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39-0310-050,1.7,2.6,,0.0,,0.0,1.3,0.0,7.4,0.0,16.0,1.7,13.4,0.9,8.2,59.7,2021-2022
0.0,0.0,0.0,190.0,157.0,178.0,178.0,39-0850-005,0.9,0.3,48.0,0.0,52.0,0.0,0.0,0.1,18.7,0.0,2.4,1.1,14.0,0.0,0.6,81.8,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39-0850-030,0.7,2.2,54.0,0.0,46.0,0.0,0.5,0.0,11.4,0.0,4.3,1.3,16.5,0.4,0.7,76.9,2021-2022
182.0,177.0,198.0,0.0,0.0,0.0,0.0,39-0850-035,0.0,0.9,51.0,0.0,49.0,0.0,0.0,0.0,15.6,0.0,3.2,1.3,12.7,0.0,0.4,82.4,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39-0850-040,0.3,0.8,48.0,0.5,52.0,0.0,0.0,0.0,25.5,0.0,6.6,0.8,14.1,1.3,0.3,77.0,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39-0850-300,0.0,0.0,,0.0,,0.0,0.0,0.0,88.6,0.0,8.6,2.9,20.0,0.0,5.7,62.9,2021-2022
0.0,0.0,0.0,262.0,246.0,288.0,288.0,39-0980-030,1.6,0.3,48.0,0.1,52.0,0.0,0.5,0.1,20.0,0.1,3.6,3.4,10.9,0.0,1.9,80.0,2021-2022
140.0,143.0,133.0,0.0,0.0,0.0,0.0,39-0980-033,3.0,2.0,46.0,0.0,54.0,0.0,1.7,0.1,21.1,0.0,6.7,5.7,14.5,0.0,2.7,70.3,2021-2022
171.0,153.0,159.0,0.0,0.0,0.0,0.0,39-0980-037,0.8,0.0,49.0,0.0,51.0,0.0,0.3,0.0,16.5,0.0,3.4,2.4,6.0,0.0,3.5,84.7,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39-0980-040,0.4,0.8,,0.0,,0.0,3.3,0.0,10.8,0.0,4.6,2.5,7.9,0.0,5.4,79.7,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39-0980-050,0.3,0.3,48.0,0.0,52.0,0.0,2.8,0.0,11.9,0.0,3.4,0.3,11.9,0.0,4.2,80.2,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39-0980-080,1.5,1.2,,0.0,,0.0,0.8,0.0,15.1,0.0,3.1,3.9,13.1,0.4,4.6,74.9,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39-0980-110,1.6,0.0,45.0,0.0,55.0,0.0,5.0,0.0,17.6,0.0,5.7,2.2,17.0,0.0,5.0,70.1,2021-2022
0.0,0.0,0.0,341.0,348.0,294.0,291.0,39-1320-025,72.9,1.0,59.0,0.3,41.0,0.0,0.0,0.0,0.5,0.0,4.2,7.9,75.7,0.1,0.0,12.0,2021-2022
139.0,129.0,140.0,0.0,0.0,0.0,0.0,39-1320-030,76.1,10.4,55.0,0.6,45.0,0.0,0.1,0.1,6.3,0.1,4.3,14.3,71.3,0.7,0.0,9.3,2021-2022
64.0,81.0,78.0,0.0,0.0,0.0,0.0,39-1320-035,77.1,39.9,48.0,0.7,52.0,0.0,0.0,0.1,15.1,0.1,1.3,13.5,79.8,0.3,0.0,5.0,2021-2022
42.0,47.0,43.0,0.0,0.0,0.0,0.0,39-1320-090,80.6,4.8,48.0,1.7,52.0,0.0,0.0,0.7,10.4,0.2,0.7,33.1,61.6,0.0,0.0,4.4,2021-2022
59.0,60.0,51.0,0.0,0.0,0.0,0.0,39-1320-100,79.9,33.3,48.0,3.9,52.0,0.0,0.0,1.1,7.4,0.0,2.0,35.3,59.0,0.0,0.0,3.8,2021-2022
94.0,92.0,101.0,0.0,0.0,0.0,0.0,39-1320-110,85.8,42.4,46.0,1.3,53.0,0.0,0.0,0.4,14.8,0.2,0.8,11.3,83.4,0.0,0.0,4.2,2021-2022
106.0,119.0,116.0,0.0,0.0,0.0,0.0,39-1320-120,77.3,35.9,52.0,1.7,48.0,0.0,0.0,0.1,15.7,0.2,2.2,22.4,66.9,0.1,0.0,8.2,2021-2022
65.0,69.0,61.0,0.0,0.0,0.0,0.0,39-1320-150,78.4,30.1,47.0,0.5,53.0,0.0,0.0,0.2,11.8,0.0,1.6,9.8,82.2,0.5,0.0,5.9,2021-2022
39.0,41.0,41.0,0.0,0.0,0.0,0.0,39-1320-160,85.0,31.7,53.0,0.9,47.0,0.0,0.2,0.2,15.4,0.0,0.0,24.4,67.8,0.2,0.0,7.5,2021-2022
110.0,109.0,104.0,0.0,0.0,0.0,0.0,39-1320-170,79.1,37.0,47.0,0.2,53.0,0.0,0.0,0.2,13.6,0.0,2.6,10.8,79.1,0.0,0.0,7.5,2021-2022
76.0,76.0,82.0,0.0,0.0,0.0,0.0,39-1320-180,80.5,42.1,53.0,0.6,47.0,0.0,0.0,0.4,10.5,0.0,0.1,4.2,91.9,0.0,0.0,3.7,2021-2022
56.0,50.0,62.0,0.0,0.0,0.0,0.0,39-1320-190,69.0,26.1,47.0,1.4,53.0,0.0,0.0,0.0,12.1,0.2,1.8,9.8,68.8,0.0,0.0,19.4,2021-2022
56.0,53.0,65.0,0.0,0.0,0.0,0.0,39-1320-210,74.0,28.8,43.0,1.8,57.0,0.0,0.0,0.3,13.8,0.2,1.6,15.3,69.9,0.2,0.0,12.9,2021-2022
55.0,69.0,76.0,0.0,0.0,0.0,0.0,39-1320-220,78.1,34.0,48.0,1.1,52.0,0.0,0.0,0.8,10.0,0.0,1.5,9.4,81.0,0.3,0.0,7.8,2021-2022
38.0,41.0,42.0,0.0,0.0,0.0,0.0,39-1320-230,88.2,39.7,51.0,0.2,49.0,0.0,0.0,0.9,7.5,0.2,1.1,24.6,71.4,0.0,0.0,2.7,2021-2022
86.0,72.0,55.0,0.0,0.0,0.0,0.0,39-1320-240,42.4,12.1,51.0,0.8,49.0,0.0,0.0,0.0,17.3,0.0,3.1,8.0,66.1,0.0,0.0,22.7,2021-2022
145.0,141.0,147.0,0.0,0.0,0.0,0.0,39-1320-250,70.9,5.9,51.0,0.2,49.0,0.0,0.0,0.0,12.5,0.0,2.6,15.1,69.1,0.0,0.0,13.2,2021-2022
58.0,75.0,72.0,0.0,0.0,0.0,0.0,39-1320-260,78.5,35.9,53.0,0.6,47.0,0.0,0.0,0.3,7.3,0.0,4.0,33.0,57.5,0.5,0.0,5.0,2021-2022
61.0,76.0,74.0,0.0,0.0,0.0,0.0,39-1320-280,87.7,54.9,51.0,2.2,49.0,0.0,0.0,0.0,9.1,0.0,1.7,8.4,88.0,0.0,0.0,1.9,2021-2022
64.0,72.0,68.0,0.0,0.0,0.0,0.0,39-1320-290,83.7,28.4,51.0,0.2,49.0,0.0,0.0,0.2,11.0,0.0,0.9,10.4,81.4,0.3,0.0,7.0,2021-2022
63.0,78.0,70.0,0.0,0.0,0.0,0.0,39-1320-295,80.3,19.3,51.0,0.4,49.0,0.0,0.0,0.0,19.2,0.0,2.1,15.0,73.8,0.3,0.0,8.8,2021-2022
53.0,65.0,76.0,0.0,0.0,0.0,0.0,39-1320-300,76.6,24.8,50.0,0.4,50.0,0.0,0.0,0.2,15.3,0.0,1.3,23.7,69.2,0.5,0.0,5.3,2021-2022
46.0,43.0,44.0,0.0,0.0,0.0,0.0,39-1320-301,85.4,16.9,50.0,2.0,50.0,0.0,0.0,0.0,14.4,0.0,0.8,26.5,61.6,0.3,0.0,10.9,2021-2022
96.0,114.0,118.0,0.0,0.0,0.0,0.0,39-1320-302,84.7,53.9,47.0,0.9,52.0,0.0,0.0,0.2,12.5,0.1,0.3,14.9,81.6,0.1,0.0,2.9,2021-2022
0.0,0.0,0.0,95.0,75.0,73.0,78.0,39-1320-303,81.0,7.2,39.0,0.6,61.0,0.0,0.0,0.0,14.6,0.0,1.9,16.2,76.0,0.0,0.0,5.9,2021-2022
0.0,0.0,0.0,196.0,72.0,0.0,0.0,39-1320-304,68.2,18.2,,0.4,,0.0,0.4,0.0,11.4,0.0,2.1,14.6,76.1,0.0,0.0,7.1,2021-2022
73.0,75.0,64.0,0.0,0.0,0.0,0.0,39-1320-305,85.9,30.2,50.0,1.5,50.0,0.0,0.0,0.4,16.0,0.1,0.8,11.8,81.8,0.1,0.0,5.3,2021-2022
76.0,87.0,91.0,0.0,0.0,0.0,0.0,39-1320-310,75.5,39.6,49.0,0.3,51.0,0.0,0.0,0.3,13.3,0.0,2.2,17.5,75.9,0.1,0.0,4.2,2021-2022
98.0,103.0,101.0,0.0,0.0,0.0,0.0,39-1320-315,82.9,41.9,48.0,0.4,52.0,0.0,0.0,0.4,11.0,0.2,1.3,9.2,84.9,0.1,0.0,4.3,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39-1320-350,57.9,0.0,52.0,0.0,48.0,0.0,0.0,1.3,9.9,0.0,2.0,6.0,85.1,0.0,0.0,7.0,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39-1320-355,64.4,0.0,,0.3,,0.0,0.0,0.0,15.2,0.3,0.7,21.1,69.6,0.0,0.0,8.3,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39-1320-360,67.0,0.0,50.0,0.7,50.0,0.0,0.0,0.0,14.3,0.0,0.3,12.3,82.0,0.3,0.0,5.0,2021-2022
0.0,0.0,0.0,490.0,307.0,315.0,269.0,39-1320-401,73.1,44.2,36.0,1.1,64.0,0.0,0.0,0.1,10.4,0.0,1.2,17.5,76.0,0.2,0.0,5.1,2021-2022
0.0,0.0,0.0,376.0,279.0,295.0,302.0,39-1320-402,76.5,39.2,52.0,1.1,48.0,0.0,0.1,0.1,11.7,0.0,1.5,14.1,79.8,0.2,0.0,4.4,2021-2022
0.0,0.0,0.0,346.0,226.0,231.0,225.0,39-1320-403,79.8,12.9,66.0,1.0,34.0,0.0,0.0,0.1,15.2,0.1,0.6,17.2,76.1,0.1,0.0,5.9,2021-2022
0.0,0.0,0.0,282.0,165.0,163.0,169.0,39-1320-404,86.3,11.2,38.0,0.9,62.0,0.0,0.0,0.1,23.1,0.0,0.5,23.6,71.2,0.0,0.0,4.6,2021-2022
0.0,0.0,0.0,250.0,231.0,234.0,245.0,39-1320-405,78.6,14.6,52.0,0.7,48.0,0.0,0.0,0.0,3.9,0.0,1.7,9.4,81.7,0.0,0.0,7.3,2021-2022
31.0,43.0,44.0,0.0,0.0,0.0,0.0,39-1710-050,10.3,2.0,46.0,0.0,54.0,0.0,0.3,0.0,17.3,0.0,0.3,1.4,21.2,0.0,2.5,74.6,2021-2022
0.0,0.0,0.0,238.0,232.0,220.0,178.0,39-2190-050,42.0,8.3,44.0,0.1,56.0,0.0,0.1,0.6,15.0,0.3,1.2,61.6,28.1,0.5,0.9,7.5,2021-2022
42.0,0.0,0.0,0.0,0.0,0.0,0.0,39-2190-060,48.4,15.3,,0.9,,0.0,1.4,0.0,10.7,0.5,0.5,60.0,29.3,0.0,1.4,8.4,2021-2022
82.0,0.0,0.0,0.0,0.0,0.0,0.0,39-2190-080,46.4,12.5,46.0,0.0,54.0,0.0,0.0,0.0,15.4,0.0,0.3,50.3,39.1,0.5,0.0,9.9,2021-2022
0.0,244.0,234.0,0.0,0.0,0.0,0.0,39-2190-085,41.6,9.4,47.0,0.0,53.0,0.0,0.0,0.0,15.1,0.0,0.6,56.9,32.2,0.0,0.4,9.8,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39-2190-090,41.5,10.1,49.0,0.1,51.0,0.0,0.0,0.4,17.2,0.0,1.3,47.9,36.1,0.4,1.2,13.0,2021-2022
82.0,0.0,0.0,0.0,0.0,0.0,0.0,39-2190-110,48.0,8.7,49.0,0.3,51.0,0.0,0.5,0.0,14.0,0.0,2.6,55.4,32.2,0.3,0.0,9.5,2021-2022
0.0,117.0,141.0,120.0,137.0,112.0,134.0,39-2420-010,13.5,3.0,50.0,0.1,50.0,0.1,0.0,0.0,11.4,0.1,3.7,6.7,35.0,0.3,1.6,52.6,2021-2022
107.0,0.0,0.0,0.0,0.0,0.0,0.0,39-2420-050,13.0,5.5,47.0,0.1,53.0,0.4,0.4,0.1,14.7,0.0,4.9,2.9,35.7,0.3,3.5,52.7,2021-2022
0.0,0.0,0.0,439.0,442.0,407.0,426.0,39-2660-050,48.6,7.4,47.0,0.5,53.0,0.0,0.4,0.5,18.0,0.3,2.2,34.6,46.6,0.1,1.6,14.5,2021-2022
236.0,214.0,241.0,0.0,0.0,0.0,0.0,39-2660-060,49.5,5.9,49.0,1.2,51.0,0.0,0.4,0.3,19.4,0.1,3.2,28.5,48.2,0.0,1.7,18.2,2021-2022
237.0,207.0,243.0,0.0,0.0,0.0,0.0,39-2660-070,54.7,9.6,49.0,0.6,51.0,0.0,0.3,0.1,14.1,0.1,1.9,36.0,47.9,0.0,1.6,12.5,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39-2660-080,52.1,5.3,46.0,0.8,54.0,0.0,0.3,0.0,22.2,0.0,0.5,31.2,48.1,0.0,2.8,17.4,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39-2660-090,56.0,19.2,47.0,0.7,53.0,0.0,0.2,0.7,27.4,0.3,3.1,24.8,59.7,0.3,2.4,9.4,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39-2660-115,57.5,18.5,53.0,0.2,47.0,0.0,0.7,0.2,8.1,0.2,0.5,42.5,50.1,0.0,1.2,5.5,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39-2660-120,59.2,4.1,,0.7,,0.0,0.0,0.0,9.9,0.7,1.0,59.2,31.8,0.0,1.7,5.5,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39-2660-130,46.9,14.7,53.0,0.3,47.0,0.0,0.0,0.0,10.6,0.6,2.9,22.6,43.4,0.3,1.2,29.0,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39-2660-150,41.3,11.7,42.0,0.0,58.0,0.0,0.3,0.0,17.0,0.0,2.8,19.6,51.4,0.0,0.9,25.2,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39-2660-160,35.7,13.3,54.0,1.3,46.0,0.0,0.3,1.3,8.7,0.7,6.3,25.7,34.0,1.3,3.3,28.7,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39-2660-170,36.1,5.2,,0.4,,0.0,0.4,0.4,13.9,0.0,4.8,13.5,51.2,0.0,3.6,27.0,2021-2022
12.0,6.0,11.0,3.0,2.0,0.0,5.0,39-3395-050,11.9,0.0,,0.0,,0.0,0.0,0.0,100.0,0.0,9.0,29.9,31.3,0.0,0.0,29.9,2021-2022
0.0,4.0,6.0,7.0,9.0,14.0,95.0,39-3395-080,6.3,0.0,,0.0,,0.0,0.0,0.0,99.3,0.0,12.6,31.5,18.9,0.0,0.7,36.4,2021-2022
79.0,71.0,89.0,0.0,0.0,0.0,0.0,39-3470-030,1.0,0.6,47.0,0.0,53.0,0.0,0.2,0.0,11.5,0.0,7.4,0.6,15.8,0.0,9.7,66.5,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39-3470-060,0.4,0.4,,0.0,,0.0,0.0,0.0,10.4,0.4,10.0,1.2,10.4,0.0,3.2,74.7,2021-2022
0.0,0.0,0.0,171.0,162.0,172.0,142.0,39-3560-050,3.3,2.3,49.0,0.0,50.0,0.0,0.0,0.0,12.9,0.0,10.7,0.9,11.9,0.0,0.6,75.9,2021-2022
105.0,0.0,0.0,0.0,0.0,0.0,0.0,39-3560-055,2.5,2.2,51.0,0.0,49.0,0.0,0.0,0.0,14.4,0.0,31.0,1.1,11.5,0.0,4.1,52.3,2021-2022
0.0,183.0,190.0,0.0,0.0,0.0,0.0,39-3560-080,2.7,1.3,46.0,0.0,54.0,0.0,0.0,0.0,12.0,0.0,19.8,2.4,9.9,0.0,2.1,65.8,2021-2022
102.0,0.0,0.0,0.0,0.0,0.0,0.0,39-3560-090,1.0,2.3,46.0,0.0,54.0,0.0,0.0,0.0,12.9,0.0,23.6,1.5,11.2,0.5,2.3,60.9,2021-2022
0.0,0.0,0.0,661.0,472.0,430.0,424.0,39-4160-050,62.9,39.3,43.0,1.0,57.0,0.0,0.0,0.3,16.1,0.1,0.2,17.9,80.8,0.2,0.1,0.8,2021-2022
0.0,39.0,55.0,70.0,76.0,68.0,76.0,39-4160-052,74.2,3.4,61.0,0.3,39.0,0.0,0.0,0.0,7.3,0.0,0.5,32.0,67.2,0.0,0.0,0.3,2021-2022
313.0,258.0,262.0,0.0,0.0,0.0,0.0,39-4160-060,74.7,42.0,46.0,0.7,54.0,0.0,0.0,0.1,16.9,0.0,0.1,14.2,85.2,0.0,0.1,0.4,2021-2022
319.0,281.0,267.0,0.0,0.0,0.0,0.0,39-4160-070,55.9,38.1,47.0,1.0,53.0,0.0,0.0,0.3,18.2,0.2,0.6,19.6,76.9,0.3,0.8,1.5,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39-4160-080,73.0,65.6,52.0,0.7,48.0,0.0,0.0,0.0,12.7,0.0,0.2,10.5,87.6,0.0,0.2,1.4,2021-2022
76.0,72.0,69.0,0.0,0.0,0.0,0.0,39-4160-100,55.2,30.4,50.0,0.3,50.0,0.0,0.0,0.1,14.7,0.4,0.4,38.6,59.1,0.1,0.6,0.6,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39-4160-110,63.7,45.2,46.0,1.1,54.0,0.0,0.0,0.6,23.0,0.0,1.1,24.1,74.0,0.0,0.3,0.6,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39-4160-120,60.5,42.3,51.0,1.5,49.0,0.0,0.0,0.3,12.2,0.3,0.3,30.1,65.6,0.8,1.3,1.8,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39-4160-130,60.6,41.8,54.0,0.4,46.0,0.0,0.0,0.6,15.1,0.2,0.2,34.7,63.8,0.4,0.2,0.4,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39-4160-140,63.5,78.9,46.0,0.2,54.0,0.0,0.0,0.3,6.3,0.0,0.5,6.7,92.4,0.0,0.0,0.3,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39-4160-150,73.4,68.0,47.0,0.0,53.0,0.0,0.0,0.2,16.8,0.0,1.5,10.6,87.3,0.2,0.2,0.2,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39-4160-170,65.6,87.2,49.0,0.5,51.0,0.0,0.0,0.0,6.9,0.0,0.0,1.8,97.4,0.0,0.3,0.5,2021-2022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,39-4160-180,66.0,68.2,48.0,0.5,52.0,0.0,0.0,0.0,12.9,0.0,0.3,8.2,90.9,0.2,0.2,0.3,2021-2022
0.0,0.0,0.0,342.0,286.0,270.0,239.0,39-4290-050,53.0,5.5,48.0,0.3,52.0,0.0,12.8,0.2,18.4,0.1,1.9,38.3,42.9,0.3,3.0,13.6,2021-2022
0.0,281.0,316.0,0.0,0.0,0.0,0.0,39-4290-060,50.7,4.9,47.0,0.1,53.0,0.0,11.3,0.4,14.5,0.1,2.7,34.8,43.9,0.0,3.5,15.1,2021-2022
93.0,0.0,0.0,0.0,0.0,0.0,0.0,39-4290-080,57.3,23.8,49.0,0.2,51.0,0.0,12.9,0.2,11.8,0.2,2.3,28.3,53.9,0.3,3.7,11.3,2021-2022
72.0,0.0,0.0,0.0,0.0,0.0,0.0,39-4290-090,55.1,10.7,58.0,0.0,42.0,0.0,11.7,0.0,11.1,1.0,4.0,48.1,36.6,0.2,4.8,5.2,2021-2022
44.0,0.0,0.0,0.0,0.0,0.0,0.0,39-4290-110,36.6,5.9,47.0,0.0,53.0,0.0,10.9,0.0,14.7,0.0,3.2,24.5,43.7,0.6,3.8,24.2,2021-2022
77.0,0.0,0.0,0.0,0.0,0.0,0.0,39-4290-120,46.6,8.7,43.0,0.0,57.0,0.0,13.9,0.9,30.8,0.7,1.6,35.2,42.0,0.4,3.0,17.1,2021-2022
