county_name,district_name,school_name,street_address,city,state,zipcode,zipcode_extn,county_district_school_code
Warren,Knowlton Township School District,Knowlton Township Board of Education,80 Route 46,DELAWARE,NJ,07833,0152,41-2470-040
Charters,Foundation Academy Charter School,Foundation Academy Charter School,363 West State Street,Trenton,NJ,08608,,80-6017-932
Passaic,Paterson Public School District,School 3,448 MAIN STREET,PATERSON,NJ,07501,2818,31-4010-070
Union,Elizabeth Public Schools,Robert Morris School No. 18,860 CROSS AVE,ELIZABETH,NJ,07208,3547,39-1320-210
Somerset,Bedminster Township Public School District,Bedminster Township Public School,234 Somerville Road,Bedminster,NJ,07921,,35-0240-020
Union,Township of Union School District,Battle Hill Elementary,2600 KILLIAN PLACE,UNION,NJ,07083,,39-5290-080
Essex,Livingston Board of Education School District,Hillside Elementary School,98 BELMONT DRIVE,LIVINGSTON,NJ,07039,,13-2730-100
Middlesex,Woodbridge Township School District,Ford Avenue Elementary School,186 FORD AVENUE,FORDS,NJ,08863,,23-5850-140
Camden,Camden City School District,Veterans Memorial Family School,800 N 26TH STREET,CAMDEN,NJ,08105,,07-0680-080
Burlington,Burlington County Special Services School District,Lumberton Campus,71 ARK ROAD,LUMBERTON,NJ,08048,,05-0605-055
Union,Elizabeth Public Schools,Mabel G. Homes School No. 5,650 Bayway Avenue,ELIZABETH,NJ,07202,,39-1320-300
Passaic,Clifton Public School District,School #12,165 CLIFTON AVENUE,CLIFTON,NJ,07011,,31-0900-170
Hunterdon,Hunterdon County Vocational School District,Hunterdon County Vocational School District Central Campus,10 Junction Rd,FLEMINGTON,NJ,08822,,19-2308-050
Passaic,Passaic County Manchester Regional High School District,Passaic County-Manchester Regional High School,70 CHURCH STREET,HALEDON,NJ,07508,1753,31-3980-010
Mercer,Hamilton Township Public School District,Sunnybrae Elementary School,166 ELTON AVENUE,HAMILTON,NJ,08620,1622,21-1950-245
Somerset,Bernards Township School District,Mount Prospect Elementary School,111 Hansom Road,Basking Ridge,NJ,07920,,35-0350-100
Essex,Verona Public School District,Laning Avenue School,18 LANNING RD,VERONA,NJ,07044,2510,13-5370-100
Camden,Audubon Public School Disrict,Audubon Junior/Senior High School,350 EDGEWOOD AVENUE,AUDUBON,NJ,08106,,07-0150-010
Somerset,Warren Township School District,Mt. Horeb School,80 Mount Horeb Road,Warren,NJ,07059,5531,35-5470-035
Salem,Penns Grove-Carneys Point Regional School District,Penns Grove Middle School,351 MAPLE AVENUE,PENNS GROVE,NJ,08069,1369,33-4070-105
Mercer,Trenton Public School District,Washington Elementary School,331 Emory Avenue,Trenton,NJ,08611,,21-5210-300
Union,Elizabeth Public Schools,Juan Pablo Duarte - Jose Julian Marti School No 28,25 FIRST STREET,ELIZABETH,NJ,07206,,39-1320-315
Union,Westfield Public School District,Jefferson Elementary School,1200 Boulevard,Westfield,NJ,07090,2726,39-5730-120
Middlesex,Old Bridge Township School District,M. Scott Carpenter Elementary School,ONE PAR AVENUE,OLD BRIDGE,NJ,08857,3045,23-3845-133
Passaic,Wayne Township Public School District,Theunis Dey Elementary School,55 WEBSTER DRIVE,WAYNE,NJ,07470,5353,31-5570-150
Camden,Black Horse Pike Regional School District,Highland Regional High School,450 Erial Road,BLACKWOOD,NJ,08012,,07-0390-020
Charters,Passaic Arts and Science Charter School,Passaic Arts and Science Charter School,7 St. Francis Way,Passaic,NJ,07055,,80-6080-966
Gloucester,Westville Boro Public School District,Parkview Elementary School,101 BIRCH ST,WESTVILLE,NJ,08093,,15-5740-040
Ocean,Manchester Township School District,Ridgeway Elementary School,2861 RIDGEWAY RD,MANCHESTER,NJ,08759,,29-2940-050
Monmouth,Millstone Township School District,Millstone Township Middle School,5 Dawson Court,Millstone Township,NJ,08535,8115,25-3200-040
Charters,Jersey City Community Charter School,Jersey City Community Charter School,128 DANFORTH AVENUE,JERSEY CITY,NJ,07305,,80-6910-940
Burlington,Southampton Township School District,Southampton Township School #3,100 WARRIOR WAY,SOUTHAMPTON,NJ,08088,3349,05-4930-070
Camden,Lindenwold Public School District,Lindenwold School Five,550 Chews Landing Rd.,LINDENWOLD,NJ,08021,,07-2670-050
Somerset,South Bound Brook Public Schools,Robert Morris School,122 Elizabeth Street,South Bound Brook,NJ,08880,,35-4850-060
Hudson,Union City School District,Jefferson Elementary School,3400 PALISADE AVENUE,UNION CITY,NJ,07087,,17-5240-100
Gloucester,Monroe Township Public School District,Williamstown Middle School,561 CLAYTON RD,WILLIAMSTOWN,NJ,08094,,15-3280-110
Ocean,Jackson Township School District,Switlik Elementary School,75 West Veterans Highway,Jackson,NJ,08527,3497,29-2360-050
Gloucester,Monroe Township Public School District,Whitehall Elementary School,161 WHITEHALL RD,WILLIAMSTOWN,NJ,08094,9201,15-3280-100
Monmouth,Keansburg School District,Joseph C. Caruso School,81 Frances Place,KEANSBURG,NJ,07734,1596,25-2400-050
Morris,Morris School District,Normandy Park School,19A NORMANDY PARKWAY,MORRISTOWN,NJ,07960,,27-3385-100
Monmouth,Monmouth County Vocational School District,Class Academy,537 Tinton Avenue,Tinton Falls,NJ,07724,,25-3260-003
Passaic,Passaic City School District,Daniel F. Ryan Elementary School No. 19,320 Highland Ave.,Passaic,NJ,07055,,31-3970-200
Passaic,Hawthorne Public School District,Hawthorne High School,160 PARMELEE AVENUE,HAWTHORNE,NJ,07506,,31-2100-050
Burlington,Mount Laurel Township School District,Countryside Elementary School,115 SCHOOLHOUSE LANE,MOUNT LAUREL,NJ,08054,,05-3440-010
Bergen,Westwood Regional School District,Brookside Elementary School,20 LAKE DRIVE,WESTWOOD,NJ,07675,2935,03-5755-070
Middlesex,South Plainfield School District,South Plainfield High School,200 LAKE STREET,SOUTH PLAINFIELD,NJ,07080,,23-4910-050
Passaic,Passaic City School District,Etta Gero School No. 9,140 First St.,Passaic,NJ,07055,6518,31-3970-125
Hudson,North Bergen School District,John F Kennedy Elementary School,1210 ELEVENTH ST,N BERGEN,NJ,07047,1810,17-3610-080
Warren,Belvidere School District,Oxford Street Elementary School,807 OXFORD STREET,BELVIDERE,NJ,07823,,41-0280-030
Atlantic,Atlantic County Vocational School District,Atlantic County Institute of Technology,5080 ATLANTIC AVENUE,MAYS LANDING,NJ,08330,2024,01-0120-010
Morris,Parsippany-Troy Hills Township School District,Troy Hills Elementary School,509 S  BEVERWYCK ROAD,PARSIPPANY,NJ,07054,3327,27-3950-120
Passaic,Ringwood School District,Peter Cooper School,54 ROGER COURT,RINGWOOD,NJ,07456,,31-4400-055
Sussex,Hardyston Township School District,Hardyston Township Middle School,183 WHEATSWORTH ROAD,HAMBURG,NJ,07419,,37-2030-030
Warren,Lopatcong Township School District,Lopatcong Township Middle School,321 STONEHENGE DRIVE,PHILLIPSBURG,NJ,08865,9410,41-2790-060
Warren,Great Meadows Regional School District,Great Meadows Regional Middle School,273 ROUTE 46,GREAT MEADOWS,NJ,07838,0074,41-1785-040
Burlington,Florence Township School District,Florence Township Memorial High School,1050 CEDAR LANE,BURLINGTON,NJ,08016,,05-1520-050
Morris,Mountain Lakes Public School District,Lake Drive Program for Hearing Impared,10 LAKE DRIVE,MOUNTAIN LAKES,NJ,07046,1342,27-3460-070
Somerset,Bernards Township School District,Cedar Hill School,100 Peachtree Road,Basking Ridge,NJ,07920,,35-0350-070
Ocean,Point Pleasant Borough School District,Ocean Road Elementary School,BENEDICT STREET,POINT PLEASANT,NJ,08742,,29-4210-060
Somerset,Franklin Township Public Schools,Pine Grove Manor School,130 Highland Avenue,Somerset,NJ,08873,2063,35-1610-140
Sussex,Hampton Township School District,Marian E. Mckeown Elementary School,ONE SCHOOL ROAD,NEWTON,NJ,07860,,37-1980-050
Camden,Haddon Township School District,William G. Rohrer Middle School,101 MACARTHUR BOULEVARD,WESTMONT,NJ,08108,,07-1890-110
Union,Linden Public School District,Number 8,500 W BLANCKE ST,LINDEN,NJ,07036,5058,39-2660-150
Bergen,Saddle Brook School District,Salome H. Long Memorial School,260 FLORAL LANE,SADDLE BROOK,NJ,07663,,03-4610-090
Charters,Great Oaks Legacy Charter School,Great Oaks Legacy Charter School,909 Broad Street,Newark,NJ,07102,,80-6053-917
Essex,Newark Public School District,Rafael Hernandez School,345 BROADWAY,NEWARK,NJ,07104,,13-3570-575
Somerset,Hillsborough Township Public School District,Amsterdam Elementary School,301 Amsterdam Drive,Hillsborough,NJ,08844,,35-2170-033
Charters,Vineland Public Charter School,Vineland Public Charter School,1480 Pennsylvania Ave.,VINELAND,NJ,08332,,80-6028-910
Atlantic,Egg Harbor Township School District,Alder Avenue Middle School,25 ALDER AVENUE,EGG HARBOR TOWNSHIP,NJ,08234,5315,01-1310-038
Burlington,Pemberton Township School District,Pemberton Early Childhood Education Center,100 Arney's Mt. Road,Pemberton,NJ,08068,,05-4050-300
Camden,Cherry Hill School District,Horace Mann Elementary School,150 Walt Whitman Blvd.,CHERRY HILL,NJ,08003,3747,07-0800-075
Bergen,Fort Lee School District,Fort Lee High School,3000 LEMOINE AVE,FORT LEE,NJ,07024,,03-1550-050
Essex,Bloomfield Township School District,Berkeley Elementary School,351 Bloomfield Ave,Bloomfield,NJ,07003,4804,13-0410-050
Essex,West Orange Public Schools,Edison Middle School,75 WILLIAM ST,W ORANGE,NJ,07052,5725,13-5680-070
Hudson,Harrison Public Schools,Hamilton Intermediate School,223 HAMILTON STREET,HARRISON,NJ,07029,,17-2060-061
Ocean,Plumsted Township School District,New Egypt High School,117 EVERGREEN ROAD,NEW EGYPT,NJ,08533,1316,29-4190-010
Mercer,Trenton Public School District,Mott Elementary School,45 Stokely Avenue,Trenton,NJ,08611,,21-5210-260
Passaic,Woodland Park School District,Beatrice Gilmore School,1075 MCBRIDE AVENUE,Woodland Park,NJ,07424,2538,31-5690-060
Sussex,Hopatcong Borough School District,Hopatcong Middle School,1 David Road,Hopatcong,NJ,07843,,37-2240-040
Monmouth,Marlboro Township School District,Marlboro Elementary School,100 SCHOOL ROAD WEST,MARLBORO,NJ,07746,1596,25-3030-045
Essex,East Orange School District,Benjamin Banneker Academy,500 South Clinton Street,EAST ORANGE,NJ,07018,,13-1210-093
Charters,Philip's Academy Charter School of Paterson,Philip's Academy Charter School of Paterson,47 State Street,Paterson,NJ,07501,,80-6106-997
Camden,Cherry Hill School District,Cherry Hill High School West,2101 Chapel Ave.,CHERRY HILL,NJ,08034,2099,07-0800-040
Charters,Newark Educators Community Charter School,Newark Educators Community Charter School,9-11 Hill St,NEWARK,NJ,07102,,80-6029-911
Burlington,Pemberton Township School District,Denbo Crichton School,Two Learning Way,Browns Mills,NJ,08015,,05-4050-303
Middlesex,Piscataway Township School District,Piscataway Township Schools Children's Corner,275 Old New Brunswick Road,Piscataway,NJ,08854,,23-4130-300
Bergen,Midland Park School District,Highland Elementary School,31 HIGHLAND AVE,MIDLAND PARK,NJ,07432,1803,03-3170-070
Sussex,Sussex-Wantage Regional School District,Sussex Middle School,10 LOOMIS AVENUE,SUSSEX,NJ,07461,,37-5100-060
Union,Elizabeth Public Schools,Elizabeth High School - Frank J Cicarell Academy,40 Morrell Street,ELIZABETH,NJ,07202,,39-1320-025
Sussex,Franklin Borough School District,Franklin Borough School,50 WASHINGTON AVENUE,FRANKLIN,NJ,07416,,37-1570-060
Warren,Alpha Borough School District,Alpha Borough School,817 NORTH BOULEVARD,ALPHA,NJ,08865,4245,41-0070-010
Hudson,Hudson County Schools of Technology School District,County Prep High School,525 MONTGOMERY STREET,JERSEY CITY,NJ,07306,3237,17-2295-030
Mercer,Hamilton Township Public School District,Hamilton West-Watson,2720 SOUTH CLINTON AVENUE,HAMILTON,NJ,08610,5053,21-1950-060
Morris,Morris Plains School District,Morris Plains Borough School,500 SPEEDWELL AVENUE,MORRIS PLAINS,NJ,07950,2134,27-3380-020
Monmouth,Freehold Township School District,West Freehold School,100 CASTRONOVA WAY,FREEHOLD,NJ,07728,2551,25-1660-030
Middlesex,Old Bridge Township School District,Alan B. Shepard Elementary School,33 BUSHNELL RD,OLD BRIDGE,NJ,08857,2320,23-3845-082
Union,Westfield Public School District,McKinley Elementary School,500 First Street,Westfield,NJ,07090,4123,39-5730-140
Cumberland,Millville School District,Mount Pleasant Elementary School,100 CARMEL RD,MILLVILLE,NJ,08332,,11-3230-080
Mercer,West Windsor-Plainsboro Regional School District,Town Center Elementary School at Plainsboro,700 WYNDHURST DRIVE,PLAINSBORO,NJ,08536,,21-5715-130
Cape May,Upper Township School District,Upper Township Primary School,130 OLD TUCKAHOE RD,MARMORA,NJ,08223,,09-5340-055
Hudson,Jersey City Public Schools,Innovation High School,239 Bergen Avenue,Jersey City,NJ,07305,,17-2390-301
Morris,Roxbury Township School District,Eisenhower Middle School,47 EYLAND AVENUE,SUCCASUNNA,NJ,07876,1624,27-4560-055
Gloucester,Gloucester County Special Services School District,Bankbridge Regional School,870 Bankbridge Road,Sewell,NJ,08080,,15-1774-015
Bergen,Ridgewood Public School District,Orchard Elementary School,230 DEMAREST ST,RIDGEWOOD,NJ,07451,,03-4390-120
Mercer,East Windsor Regional School District,Melvin H. Kreps Middle School,5 KENT LANE,EAST WINDSOR,NJ,08520,,21-1245-070
Essex,Belleville Public School District,Belleville PS3,230 JORALEMON ST,BELLEVILLE,NJ,07109,3210,13-0250-050
Camden,Pennsauken Township Board of Education School District,Delair Elementary School,850 DEROUSSE AVENUE,DELAIR,NJ,08110,3411,07-4060-120
Burlington,Moorestown Township Public School District,George C. Baker Elementary School,139 W  MAPLE AVE,MOORESTOWN,NJ,08057,,05-3360-060
Monmouth,Wall Township Public School District,Central Elementary School,2007 ALLENWOOD ROAD,WALL,NJ,07719,1199,25-5420-070
Bergen,Elmwood Park School District,Memorial Senior High School,375 RIVER DR,ELMWOOD PARK,NJ,07407,1622,03-1345-050
Warren,Lopatcong Township School District,Lopatcong Elementary School,263 ROUTE 57,PHILLIPSBURG,NJ,08865,9410,41-2790-050
Gloucester,Glassboro School District,J. Harvey Rodgers School,301 Georgetown Rd,Glassboro,NJ,08028,,15-1730-080
Charters,Paul Robeson Charter School for the Humanities,Paul Robeson Charter School for the Humanities,643 INDIANA AVE,TRENTON,NJ,08638,,80-6025-907
Essex,Newark Public School District,Park Elementary School,120 MANCHESTER PLACE,Newark,NJ,07104,,13-3570-581
Passaic,Paterson Public School District,School 24,50 NINETEENTH AVENUE,PATERSON,NJ,07513,,31-4010-270
Hunterdon,Flemington-Raritan Regional School District,Barley Sheaf Elementary School,80 BARLEY SHEAF ROAD,FLEMINGTON,NJ,08822,9180,19-1510-030
Monmouth,Monmouth-Ocean Educational Services Commission School Distri,Regional Alternative School,100 Tornillo Way,Tinton Falls,NJ,07712,,25-3255-050
Cumberland,Bridgeton City School District,Broad Street School,251 WEST BROAD STREET,BRIDGETON,NJ,08302,,11-0540-030
Hunterdon,Bethlehem Township School District,Thomas B. Conley Elementary School,940 IRON BRIDGE RD,ASBURY,NJ,08802,1135,19-0370-070
Middlesex,Sayreville School District,Sayreville War Memorial High School,820 WASHINGTON ROAD,PARLIN,NJ,08859,1050,23-4660-050
Passaic,Northern Region Educational Services Commission,NRESC Preakness Academy,1005 Hamburg Turnpike,Wayne,NJ,07470,,31-3975-300
Atlantic,Somers Point School District,Dawes Avenue Elementary School,22 W. Dawes Avenue,Somers Point,NJ,08244,1408,01-4800-050
Bergen,Ridgefield Park Public School District,Grant Elementary School,104 HENRY ST,RIDGEFIELD PARK,NJ,07660,2209,03-4380-060
Middlesex,Monroe Township School District,Applegarth Elementary School,227 Applegarth Rd,Monroe Twp,NJ,08831,,23-3290-300
Sussex,Andover Regional School District,Florence M. Burd,219 NEWTON SPARTA ROAD,NEWTON,NJ,07860,,37-0090-010
Morris,Washington Township School District,Benedict A. Cucinella School,470 NAUGHRIGHT ROAD,LONG VALLEY,NJ,07853,,27-5520-050
Bergen,Lodi School District,Lodi High School,99 PUTNAM STREET,LODI,NJ,07644,,03-2740-050
Monmouth,Bradley Beach School District,Bradley Beach Elementary School,515 BRINLEY AVENUE,BRADLEY BEACH,NJ,07720,1311,25-0500-020
Camden,Gloucester Township Public Schools,Ann A. Mullen Middle School,1400 SICKLERVILLE ROAD,SICKLERVILLE,NJ,08081,,07-1780-100
Bergen,Fort Lee School District,Lewis F. Cole Middle School,467 STILLWELL AVENUE,FORT LEE,NJ,07024,2140,03-1550-100
Atlantic,Mainland Regional High School,Mainland Regional High School,1301 OAK AVENUE,LINWOOD,NJ,08221,,01-2910-050
Middlesex,Monroe Township School District,Barclay Brook School,358 BUCKELEW AVENUE,MONROE TWP,NJ,08831,,23-3290-010
Monmouth,Monmouth County Vocational School District,Monmouth County Vocational Technical High School,417 Middle Rd,HAZLET,NJ,07730,,25-3260-050
Bergen,Garfield Public School District,James Madison School #10,55 Lincoln Place,GARFIELD,NJ,07026,,03-1700-205
Bergen,Paramus Public School District,Stony Lane Elementary School,W 110 RIDGEWOOD AVENUE,PARAMUS,NJ,07652,4131,03-3930-130
Camden,Pennsauken Township Board of Education School District,George B. Fine Elementary School,3800 GLADWYN AVE,PENNSAUKEN,NJ,08109,3415,07-4060-140
Bergen,Fair Lawn Public School District,Henry B. Milnes Elementary School,8-01 PHILLIP ST,FAIR LAWN,NJ,07410,,03-1450-080
Morris,Mountain Lakes Public School District,Briarcliff Middle School,93 Briarcliff Rd.,Mountain Lakes,NJ,07046,,27-3460-060
Monmouth,Manalapan-Englishtown Regional Schools School District,Lafayette Mills School,66 MAXWELL LANE,Manalapan,NJ,07726,2710,25-2920-055
Bergen,Woodcliff Lake School District,Dorchester Elementary School,100 DORCHESTER ROAD,WOODCLIFF LAKE,NJ,07677,,03-5880-030
Middlesex,Spotswood Public School District,G Austin Schoenly Elementary School,80 KANE AVENUE,SPOTSWOOD,NJ,08884,,23-4970-060
Morris,Boonton Town School District,John Hill School,435 LATHROP AVENUE,BOONTON,NJ,07005,2221,27-0450-030
Essex,Belleville Public School District,Belleville PS5,149 ADELAIDE ST,BELLEVILLE,NJ,07109,2207,13-0250-060
Middlesex,Edison Township School District,Woodrow Wilson Middle School,50 WOODROW WILSON DRIVE,EDISON,NJ,08820,,23-1290-063
Mercer,West Windsor-Plainsboro Regional School District,Community Middle School,95 GROVERS MILL ROAD,PLAINSBORO,NJ,08536,,21-5715-140
Cape May,Ocean City School District,Ocean City High School,501 ATLANTIC AVENUE,OCEAN CITY,NJ,08226,,09-3780-050
Union,Elizabeth Public Schools,Thomas A. Edison Career and Technical Academy,625 Summer St,Elizabeth,NJ,07202,,39-1320-404
Hunterdon,Frenchtown Borough School District,Frenchtown Elementary,902 HARRISON ST,FRENCHTOWN,NJ,08825,1124,19-1680-050
Essex,Verona Public School District,Brookdale Avenue School,14 BROOKDALE COURT,VERONA,NJ,07044,2431,13-5370-070
Bergen,Ridgewood Public School District,George Washington Middle School,155 WASHINGTON PL,RIDGEWOOD,NJ,07451,,03-4390-070
Morris,Mount Olive Township School District,Sandshore Rd. Elementary School,498 SANDSHORE  ROAD,BUDD LAKE,NJ,07828,,27-3450-065
Bergen,Lyndhurst School District,Jefferson School,336 LAKE AVE.,LYNDHURST,NJ,07071,1416,03-2860-080
Union,Township of Union School District,Livingston Elementary,960 MIDLAND BLVD,UNION,NJ,07083,,39-5290-130
Somerset,Bernards Township School District,William Annin Middle School,70 Quincy Road,Basking Ridge,NJ,07920,2245,35-0350-055
Morris,Parsippany-Troy Hills Township School District,Brooklawn Middle School,250 Beachwood Road,Parsippany,NJ,07054,2459,27-3950-055
Burlington,Bordentown Regional School District,Bordentown Regional Middle School,50 DUNNS MILL ROAD,BORDENTOWN,NJ,08505,,05-0475-055
Union,Hillside Public School District,Calvin Coolidge School,614 TILLMAN ST,HILLSIDE,NJ,07205,1721,39-2190-060
Union,Township of Union School District,Burnet Middle School,1000 CALDWELL AVENUE,UNION,NJ,07083,,39-5290-060
Hudson,Union City School District,George Washington Elementary School,3905 NEW YORK AVE,UNION CITY,NJ,07087,4821,17-5240-120
Middlesex,Perth Amboy Public School District,Anthony V. Ceres Elementary School,445 STATE STREET,PERTH AMBOY,NJ,08861,3534,23-4090-070
Bergen,Paramus Public School District,Paramus High School,99 EAST CENTURY ROAD,PARAMUS,NJ,07652,,03-3930-050
Cumberland,Downe Township School District,Downe Township Elementary School,220 MAIN ST,NEWPORT,NJ,08345,9711,11-1120-045
Ocean,Lacey Township School District,Cedar Creek Elementary School,220 WESTERN BLVD,LANOKA HARBOR,NJ,08734,0313,29-2480-040
Union,Elizabeth Public Schools,William F. Halloran School No.22,612 Pulaski Street,ELIZABETH,NJ,07202,,39-1320-250
Charters,East Orange Community Charter School,East Orange Community Charter School,99 WASHINGTON STREET,EAST ORANGE,NJ,07017,,80-6410-920
Hudson,Harrison Public Schools,Washington Middle School,One North Fifth Street,HARRISON,NJ,07029,2515,17-2060-070
Atlantic,Linwood City School District,Seaview Elementary School,2013 WABASH AVE,LINWOOD,NJ,08221,,01-2680-050
Mercer,Hopewell Valley Regional School District,Toll Gate Grammar School,275 SO  MAIN STREET,PENNINGTON,NJ,08534,2219,21-2280-040
Atlantic,Hammonton School District,Hammonton Early Childhood Eductional Center,601C NORTH 4TH STREET,HAMMONTON,NJ,08037,,01-1960-030
Ocean,Jackson Township School District,Carl W. Goetz Middle School,835 Patterson Road,Jackson,NJ,08527,3497,29-2360-055
Union,Rahway Public School District,Grover Cleveland Elementary School,486 E MILTON AVE,RAHWAY,NJ,07065,5202,39-4290-090
Hunterdon,Hunterdon Central Regional High School District,Hunterdon Central Regional High School District,84 Route 31,Flemington,NJ,08822,1239,19-2300-050
Middlesex,South Brunswick School District,Monmouth Junction Elementary School,630 RIDGE ROAD,MONMOUTH JUNCTION,NJ,08852,9514,23-4860-110
Union,Scotch Plains-Fanwood School District,Terrill Middle School,1301 TERRILL ROAD,SCOTCH PLAINS,NJ,07076,,39-4670-065
Atlantic,Ventnor City School District,Ventnor Middle School,VENTNOR EDUCATIONAL COMMUNITY,VENTNOR,NJ,08406,,01-5350-040
Morris,East Hanover Township School District,Central Elementary School,400 RIDGEDALE AVENUE,EAST HANOVER,NJ,07936,1492,27-1190-030
Bergen,Hasbrouck Heights School District,Euclid Elementary School,1 BURTON AVENUE,HASBROUCK HEIGHTS,NJ,07604,,03-2080-060
Bergen,Lyndhurst School District,Memorial Campus,319 New York Ave.,Lyndhurst,NJ,07071,,03-2860-300
Bergen,Park Ridge School District,West Ridge Elementary School,18 South  First Street,PARK RIDGE,NJ,07656,,03-3940-070
Middlesex,Perth Amboy Public School District,Samuel E. Shull Middle School,380 HALL AVENUE,PERTH AMBOY,NJ,08861,3205,23-4090-150
Monmouth,Asbury Park School District,Dr. Martin Luther King Middle School,1200 BANGS AVENUE,ASBURY PARK,NJ,07712,6314,25-0100-070
Bergen,Allendale Public School District,Hillside Elementary School,89 Hillsdale Avenue,Allendale,NJ,07401,,03-0040-020
Burlington,Willingboro Public School District,Twin Hills Elementary School,110 TWIN HILL DRIVE,WILLINGBORO,NJ,08046,,05-5805-120
Hudson,Union City School District,Jose Marti Freshman Academy,1800 SUMMIT AVE,UNION CITY,NJ,07087,,17-5240-054
Monmouth,Keansburg School District,Keansburg High School,140 PORT MONMOUTH ROAD,KEANSBURG,NJ,07734,1999,25-2400-010
Middlesex,Metuchen Public School District,Campbell Elementary School,24 DURHAM AVENUE,METUCHEN,NJ,08840,,23-3120-060
Charters,Academy for Urban Leadership Charter School,Academy for Urban Leadership Charter School,612 Amboy Ave,Perth Amboy,NJ,08861,,80-6032-901
Middlesex,South Plainfield School District,Grant Elementary School,305 CROMWELL PLACE,SOUTH PLAINFIELD,NJ,07080,,23-4910-070
Passaic,West Milford Township Public School District,West Milford High School,67 HIGHLANDER DRIVE,WEST MILFORD,NJ,07480,3708,31-5650-040
Charters,Academy Charter High School,Academy Charter High School,1725 MAIN STREET,LAKE COMO,NJ,07719,,80-6010-910
Camden,Haddonfield School District,J. Fithian Tatem School,ONE GLOVER AVENUE,HADDONFIELD,NJ,08033,,07-1900-090
Union,Linden Public School District,Joseph E. Soehl Middle School,300 E  HENRY ST,LINDEN,NJ,07036,5320,39-2660-070
Bergen,Garfield Public School District,Garfield Early Childhood Learning Center,241 RAY STREET,GARFIELD,NJ,07026,,03-1700-040
Bergen,Hackensack School District,Hackensack High School,FIRST & BEECH STREETS,HACKENSACK,NJ,07601,,03-1860-050
Hudson,Union City School District,Eugenio Maria de Hostos Center for Early Childhood Education,2200 KENNEDY BLVD,UNION CITY,NJ,07087,,17-5240-145
Bergen,Westwood Regional School District,Jessie F. George Elementary,1 PALM STREET,TOWNSHIP OF WASHINGTON,NJ,07676,,03-5755-065
Hunterdon,East Amwell Township School District,East Amwell Township,43 WERTSVILLE RD,RINGOES,NJ,08551,,19-1160-050
Monmouth,Wall Township Public School District,Allenwood Elementary School,3301 ALLENWOOD  LAKEWOOD RD,WALL,NJ,07719,1199,25-5420-060
Camden,Winslow Township School District,Winslow Township Elementary School Three,131 SICKLERVILLE ROAD,SICKLERVILLE,NJ,08081,,07-5820-050
Charters,Gray Charter School,The Gray Charter School,55 LIBERTY STREET,NEWARK,NJ,07102,,80-6665-930
Passaic,Clifton Public School District,School #3,365 WASHINGTON AVENUE,CLIFTON,NJ,07011,,31-0900-100
Hudson,Bayonne School District,Lincoln Community School #5,208 PROSPECT AVENUE,BAYONNE,NJ,07002,,17-0220-070
Camden,Somerdale School District,Somerdale Park School,301 GRACE STREET,SOMERDALE,NJ,08083,,07-4790-020
Monmouth,Howell Township Public School District,Edith M. Griebling Elementary School,130 HAVENS BRIDGE ROAD,FARMINGDALE,NJ,07727,3542,25-2290-020
Morris,Dover Public School District,East Dover Elementary School,302 EAST MCFARLAN STREET,DOVER,NJ,07801,,27-1110-060
Camden,"Camden Prep, Inc.","Camden Prep, Inc.",1575 Mt. Ephraim Ave,Camden,NJ,08104,,07-1801-113
Middlesex,East Brunswick Township School District,Churchill Jr High School,18 NORTON ROAD,E BRUNSWICK,NJ,08816,,23-1170-055
Camden,Haddon Township School District,Thomas A. Edison Elementary School,205 MELROSE AVENUE,WESTMONT,NJ,08108,,07-1890-060
Camden,Pine Hill School District,Pine Hill Middle School,1100 TURNERVILLE ROAD,PINE HILL,NJ,08021,,07-4110-100
Passaic,Paterson Public School District,School 19,31 JAMES STREET,PATERSON,NJ,07502,,31-4010-230
Bergen,Lyndhurst School District,Roosevelt School,530 STUYVESANT AVE,LYNDHURST,NJ,07071,2628,03-2860-110
Essex,North Caldwell School District,Gould/Mountain Elementary School,132 GOULD AVE,N CALDWELL,NJ,07006,,13-3630-050
Hudson,Kearny,Garfield Elementary School,360 BELGROVE DR,KEARNY,NJ,07032,1628,17-2410-080
Burlington,Moorestown Township Public School District,William Allen Middle School,801 N  STANWICK ROAD,MOORESTOWN,NJ,08057,,05-3360-110
Bergen,River Dell Regional School District,River Dell Middle School,230 WOODLAND AVENUE,River Edge,NJ,07661,,03-4405-060
Bergen,Northern Highlands Regional High School District,Northern Highlands Regional High School,298 HILLSIDE AVE,ALLENDALE,NJ,07401,1447,03-3700-050
Cape May,Woodbine School District,Woodbine Elementary School,801 WEBSTER STREET,WOODBINE,NJ,08270,,09-5840-050
Burlington,Delran Township School District,Millbridge Elementary School,282 CONROW ROAD,DELRAN,NJ,08075,9751,05-1060-050
Essex,Newark Public School District,Michelle Obama Elementary School,186 14th Avenue,Newark,NJ,07103,,13-3570-321
Morris,Chester School District,Black River Middle School,133 Rt. 513 - North Road,Chester,NJ,07930,,27-0820-020
Hudson,Harrison Public Schools,Lincoln Elementary School,221 CROSS STREET,HARRISON,NJ,07029,2613,17-2060-060
Charters,College Achieve Central Charter School,College Achieve Central Charter School,365 Emerson Ave,Plainfield,NJ,07062,,80-6101-992
Mercer,Mercer County Special Services School District,Regional Day School,1070 Old Trenton Road,Hamilton,NJ,08690,1230,21-3103-005
