county_name,district_name,school_name,county_district_school_code,school_address,name_enc,address_enc,gs_school_name,gs_school_address,gs_school_link,fuzzy_name_score,fuzzy_address_score
Camden,Cherry Hill School District,Rosa International Middle School,07-0800-074,"485 Browning Lane, CHERRY HILL, NJ, 08003",ROSAINTERNATIONALMIDDLESCHOOL,485BROWNINGLANECHERRYHILLNJ08003,Rosa International Middle School,"485 Browning Lane, Cherry Hill, NJ, 08003",https://www.greatschools.org/new-jersey/cherry-hill/3375-Rosa-International-Middle-School/,100.0,100.0
Morris,Morris School District,Lafayette Learning Center,27-3385-085,"31 HAZEL STREET, MORRISTOWN, NJ, 07960",LAFAYETTELEARNINGCENTER,31HAZELSTREETMORRISTOWNNJ07960,Lafayette Learning Center,"31 Hazel Street, Morristown, NJ, 07960",https://www.greatschools.org/new-jersey/morristown/4146-Lafayette-Learning-Center/,100.0,100.0
Monmouth,Middletown Township Public School District,River Plaza Elementary School,25-3160-160,"155 HUBBARD AVENUE, RED BANK, NJ, 07701",RIVERPLAZAELEMENTARYSCHOOL,155HUBBARDAVENUEREDBANKNJ07701,River Plaza Elementary School,"155 Hubbard Avenue, Red Bank, NJ, 07701",https://www.greatschools.org/new-jersey/red-bank/1176-River-Plaza-Elementary-School/,100.0,100.0
Morris,Randolph Township School District,Randolph High School,27-4330-050,"511 MILLBROOK AVENUE, RANDOLPH, NJ, 07869",RANDOLPHHIGHSCHOOL,511MILLBROOKAVENUERANDOLPHNJ07869,Randolph High School,"511 Millbrook Avenue, Randolph, NJ, 07869",https://www.greatschools.org/new-jersey/randolph/1703-Randolph-High-School/,100.0,100.0
Union,Summit Public School District,Primary Center at Wilson,39-5090-160,"14 BEEKMAN TERRACE, SUMMIT, NJ, 07091",PRIMARYCENTERATWILSON,14BEEKMANTERRACESUMMITNJ07091,Primary Center At Wilson,"14 BEEKMAN TERRACE, Summit, NJ, 07091",https://www.greatschools.org/new-jersey/summit/6929-Primary-Center--At--Wilson/,100.0,100.0
Somerset,Somerset Hills Regional School District,Marion T. Bedwell Elementary School,35-4815-030,"141 Seney Drive, Bernardsville, NJ, 07924",BEDWELLELEMENTARYSCHOOL,141SENEYDRIVEBERNARDSVILLENJ07924,Bedwell Elementary School,"141 Seney Drive, Bernardsville, NJ, 07924",https://www.greatschools.org/new-jersey/bernardsville/21-Bedwell-Elementary-School/,100.0,100.0
Hudson,Secaucus School District,Secaucus Middle School,17-4730-080,"11 MILL RIDGE ROAD, SECAUCUS, NJ, 07094",SECAUCUSMIDDLESCHOOL,11MILLRIDGEROADSECAUCUSNJ07094,Secaucus Middle School,"11 MILL RIDGE ROAD, Secaucus, NJ, 07094",https://www.greatschools.org/new-jersey/secaucus/1830-Secaucus-Middle-School/,100.0,100.0
Atlantic,Egg Harbor Township School District,Clayton J. Davenport Elementary School,01-1310-033,"2499 SPRUCE AVENUE, EGG HARBOR TOWNSHIP, NJ, 08234",CLAYTONJDAVENPORTELEMENTARYSCHOOL,2499SPRUCEAVENUEEGGHARBORTOWNSHIPNJ08234,Clayton J Davenport Elementary School,"2499 Spruce Avenue, Egg Harbor Township, NJ, 08234",https://www.greatschools.org/new-jersey/egg-harbor-township/499-Clayton-J--Davenport-Elementary-School/,100.0,100.0
Middlesex,Piscataway Township School District,Randolphville Elementary School,23-4130-120,"ONE SUTTIE AVENUE, PISCATAWAY, NJ, 08854",RANDOLPHVILLEELEMENTARYSCHOOL,ONESUTTIEAVENUEPISCATAWAYNJ08854,Randolphville Elementary School,"ONE SUTTIE AVENUE, Piscataway, NJ, 08854",https://www.greatschools.org/new-jersey/piscataway/1636-Randolphville-Elementary-School/,100.0,100.0
Bergen,Montvale Board of Education School District,Fieldstone Middle School,03-3330-020,"47 Spring Valley Road, Montvale, NJ, 07645",FIELDSTONEMIDDLESCHOOL,47SPRINGVALLEYROADMONTVALENJ07645,Fieldstone Middle School,"47 Spring Valley Road, Montvale, NJ, 07645",https://www.greatschools.org/new-jersey/montvale/1229-Fieldstone-Middle-School/,100.0,100.0
Bergen,Glen Rock Public School District,Glen Rock High School,03-1760-050,"400 HAMILTON AVENUE, GLEN ROCK, NJ, 07452",GLENROCKHIGHSCHOOL,400HAMILTONAVENUEGLENROCKNJ07452,Glen Rock High School,"400 Hamilton Avenue, Glen Rock, NJ, 07452",https://www.greatschools.org/new-jersey/glen-rock/669-Glen-Rock-High-School/,100.0,100.0
Hudson,Hudson County Schools of Technology School District,High Tech High School,17-2295-050,"One High Tech Way, Secaucus, NJ, 07094",HIGHTECHHIGHSCHOOL,ONEHIGHTECHWAYSECAUCUSNJ07094,High Tech High School,"One High Tech Way, Secaucus, NJ, 07094",https://www.greatschools.org/new-jersey/north-bergen/840-High-Tech-High-School/,100.0,100.0
Morris,Morris School District,Morristown High School,27-3385-050,"50 EARLY STREET, MORRISTOWN, NJ, 07960",MORRISTOWNHIGHSCHOOL,50EARLYSTREETMORRISTOWNNJ07960,Morristown High School,"50 Early Street, Morristown, NJ, 07960",https://www.greatschools.org/new-jersey/morristown/1249-Morristown-High-School/,100.0,100.0
Burlington,Pemberton Township School District,Howard L. Emmons,05-4050-085,"14 SCRAPETOWN ROAD, PEMBERTON, NJ, 08068",HOWARDLEMMONSELEMENTARYSCHOOL,14SCRAPETOWNROADPEMBERTONNJ08068,Howard L. Emmons Elementary School,"14 Scrapetown Road, Pemberton, NJ, 08068",https://www.greatschools.org/new-jersey/pemberton/1578-Howard-L.-Emmons-Elementary-School/,100.0,100.0
Hunterdon,Clinton Township School District,Patrick McGaheran,19-0920-035,"63  ALLERTON ROAD, LEBANON, NJ, 08833",PATRICKMCGAHERANELEMENTARYSCHOOL,63ALLERTONROADLEBANONNJ08833,Patrick McGaheran Elementary School,"63 Allerton Road, Lebanon, NJ, 08833",https://www.greatschools.org/new-jersey/lebanon/353-Patrick-McGaheran-Elementary-School/,100.0,100.0
Camden,"Mastery Schools of Camden, Inc.","Mastery Schools of Camden, Inc.",07-1802-112,"1001 North 17th Street, Camden, NJ, 08105",MASTERYSCHOOLSOFCAMDENINC,1001NORTH17THSTREETCAMDENNJ08105,Mastery Schools Of Camden Inc.,"1001 North 17th Street, Camden, NJ, 08105",https://www.greatschools.org/new-jersey/camden/8789-Mastery-Schools-Of-Camden-Inc./,100.0,100.0
Hudson,Harrison Public Schools,Harrison High School,17-2060-050,"401 Kingsland Avenue, HARRISON, NJ, 07029",HARRISONHIGHSCHOOL,401KINGSLANDAVENUEHARRISONNJ07029,Harrison High School,"401 Kingsland Avenue, Harrison, NJ, 07029",https://www.greatschools.org/new-jersey/harrison/767-Harrison-High-School/,100.0,100.0
Monmouth,Eatontown Public School District,Woodmere,25-1260-110,"65 RALEIGH COURT, EATONTOWN, NJ, 07724",WOODMEREELEMENTARYSCHOOL,65RALEIGHCOURTEATONTOWNNJ07724,Woodmere Elementary School,"65 Raleigh Court, Eatontown, NJ, 07724",https://www.greatschools.org/new-jersey/eatontown/473-Woodmere-Elementary-School/,100.0,100.0
Hudson,Jersey City Public Schools,Liberty High School,17-2390-082,"299 SIP AVENUE, JERSEY CITY, NJ, 07306",LIBERTYHIGHSCHOOL,299SIPAVENUEJERSEYCITYNJ07306,Liberty High School,"299 Sip Avenue, Jersey City, NJ, 07306",https://www.greatschools.org/new-jersey/jersey-city/3416-Liberty-High-School/,100.0,100.0
Passaic,Wayne Township Public School District,John F. Kennedy Elementary School,31-5570-087,"1310 RATZER ROAD, WAYNE, NJ, 07470",JOHNFKENNEDYELEMENTARYSCHOOL,1310RATZERROADWAYNENJ07470,John F. Kennedy Elementary School,"1310 Ratzer Road, Wayne, NJ, 07470",https://www.greatschools.org/new-jersey/wayne/2128-John-F.-Kennedy-Elementary-School/,100.0,100.0
Passaic,Paterson Public School District,Senator Frank Lautenberg School,31-4010-100,"137 CARROLL STREET, PATERSON, NJ, 07501",SENATORFRANKLAUTENBERGSCHOOL,137CARROLLSTREETPATERSONNJ07501,Senator Frank Lautenberg School,"137 Carroll Street, Paterson, NJ, 07501",https://www.greatschools.org/new-jersey/paterson/1544-Number-6-Elementary-School/,100.0,100.0
Hunterdon,Flemington-Raritan Regional School District,Robert Hunter Elementary School,19-1510-050,"8 DAYTON ROAD, FLEMINGTON, NJ, 08822",ROBERTHUNTERELEMENTARYSCHOOL,8DAYTONROADFLEMINGTONNJ08822,Robert Hunter Elementary School,"8 Dayton Road, Flemington, NJ, 08822",https://www.greatschools.org/new-jersey/flemington/588-Robert-Hunter-Elementary-School/,100.0,100.0
Union,Union County Educational Services Commission,Westlake,39-5245-030,"1571 LAMBERTS MILL ROAD, WESTFIELD, NJ, 07090",WESTLAKESCHOOLWESTFIELD,1571LAMBERTSMILLROADWESTFIELDNJ07090,Westlake School Westfield,"1571 Lamberts Mill Road, Westfield, NJ, 07090",https://www.greatschools.org/new-jersey/westfield/4167-Westlake-School--Westfield/,100.0,100.0
Atlantic,Atlantic City School District,Uptown School Complex,01-0110-080,"323 Madison Avenue, Atlantic City, NJ, 08401",UPTOWNSCHOOLCOMPLEXELEMENTARYSCHOOL,323MADISONAVENUEATLANTICCITYNJ08401,Uptown School Complex Elementary School,"323 Madison Avenue, Atlantic City, NJ, 08401",https://www.greatschools.org/new-jersey/atlantic-city/50-Uptown-School-Complex-Elementary-School/,100.0,100.0
Bergen,Ridgewood Public School District,Glen School,03-4390-080,"865 EAST GLEN AVENUE, RIDGEWOOD, NJ, 07451",GLENSCHOOL,865EASTGLENAVENUERIDGEWOODNJ07451,Glen School,"865 EAST GLEN AVENUE, Ridgewood, NJ, 07451",https://www.greatschools.org/new-jersey/ridgewood/4159-Glen-School/,100.0,100.0
Atlantic,Egg Harbor Township School District,Bargaintown Preschool,01-1310-300,"3393 Bargaintown Road, Egg Harbor Township, NJ, 08234",BARGAINTOWNPRESCHOOL,3393BARGAINTOWNROADEGGHARBORTOWNSHIPNJ08234,Bargaintown Preschool,"3393 Bargaintown Road, Egg Harbor Township, NJ, 08234",https://www.greatschools.org/new-jersey/egg-harbor-township/9258-Bargaintown-Preschool/,100.0,100.0
Burlington,Willingboro Public School District,Hawthorne Park Elementary School,05-5805-065,"84 Hampshire Lane, WILLINGBORO, NJ, 08046",HAWTHORNEPARKELEMENTARYSCHOOL,84HAMPSHIRELANEWILLINGBORONJ08046,Hawthorne Park Elementary School,"84 Hampshire Lane, Willingboro, NJ, 08046",https://www.greatschools.org/new-jersey/willingboro/2226-Hawthorne-Park-Elementary-School/,100.0,100.0
Somerset,Bridgewater-Raritan Regional School District,Bridgewater-Raritan High School,35-0555-005,"600 Garretson Road, Bridgewater, NJ, 08807",BRIDGEWATERRARITANHIGHSCHOOL,600GARRETSONROADBRIDGEWATERNJ08807,Bridgewater Raritan High School,"600 Garretson Road, Bridgewater, NJ, 08807",https://www.greatschools.org/new-jersey/bridgewater-township/192-Brdgwtr--Raritn-High-School/,100.0,100.0
Hudson,Jersey City Public Schools,Regional Day School,17-2390-011,"425 JOHNSTON AVENUE, JERSEY CITY, NJ, 07304",REGIONALDAYSCHOOL,425JOHNSTONAVENUEJERSEYCITYNJ07304,Regional Day School,"425 Johnston Avenue, Jersey City, NJ, 07304",https://www.greatschools.org/new-jersey/jersey-city/4137-Regional-Day-School/,100.0,100.0
Monmouth,Eatontown Public School District,Margaret L Vetter,25-1260-060,"3 GRANT AVENUE, EATONTOWN, NJ, 07724",MARGARETLVETTERELEMENTARYSCHOOL,3GRANTAVENUEEATONTOWNNJ07724,Margaret L. Vetter Elementary School,"3 Grant Avenue, Eatontown, NJ, 07724",https://www.greatschools.org/new-jersey/eatontown/470-Margaret-L.-Vetter-Elementary-School/,100.0,100.0
Sussex,Stanhope School District,Valley Road School,37-5030-050,"24 VALLEY ROAD, STANHOPE, NJ, 07874",VALLEYROADSCHOOL,24VALLEYROADSTANHOPENJ07874,Valley Road School,"24 Valley Road, Stanhope, NJ, 07874",https://www.greatschools.org/new-jersey/stanhope/1908-Valley-Road-School/,100.0,100.0
Charters,Cresthaven Academy Charter School,Cresthaven Academy Charter School,80-6102-993,"530 West 7th Street, Plainfield, NJ, 07060",CRESTHAVENACADEMYCHARTERSCHOOL,530WEST7THSTREETPLAINFIELDNJ07060,Cresthaven Academy Charter School,"530 West 7th Street, Plainfield, NJ, 07060",https://www.greatschools.org/new-jersey/plainfield/8878-Cresthaven-Academy-Charter-School/,100.0,100.0
Bergen,Ramsey School District,Wesley D Tisdale Elementary School,03-4310-080,"200 ISLAND AVENUE, RAMSEY, NJ, 07446",WESLEYDTISDALEELEMENTARYSCHOOL,200ISLANDAVENUERAMSEYNJ07446,Wesley D. Tisdale Elementary School,"200 Island Avenue, Ramsey, NJ, 07446",https://www.greatschools.org/new-jersey/ramsey/1700-Wesley-D.-Tisdale-Elementary-School/,100.0,100.0
Charters,LEAP Academy University Charter School,Leap Academy University Charter School,80-7109-931,"130 North Broadway, CAMDEN, NJ, 08102",LEAPACADEMYUNIVERSITYCHARTERSCHOOL,130NORTHBROADWAYCAMDENNJ08102,Leap Academy University Charter School,"130 North Broadway, Camden, NJ, 08102",https://www.greatschools.org/new-jersey/camden/3440-Leap-Academy-University-Charter-School/,100.0,100.0
Bergen,East Rutherford School District,Lincoln School,03-1230-300,"258 Grove Street, East Rutherford, NJ, 07073",LINCOLNSCHOOL,258GROVESTREETEASTRUTHERFORDNJ07073,Lincoln School,"258 Grove Street, East Rutherford, NJ, 07073",https://www.greatschools.org/new-jersey/east-rutherford/9238-Lincoln-School/,100.0,100.0
Monmouth,West Long Branch School District,Betty McElmon Elementary School,25-5640-080,"20 Parker Road, West Long Branch, NJ, 07764",BETTYMCELMONELEMENTARYSCHOOL,20PARKERROADWESTLONGBRANCHNJ07764,Betty Mcelmon Elementary School,"20 Parker Road, West Long Branch, NJ, 07764",https://www.greatschools.org/new-jersey/west-long-branch/2150-Betty-Mcelmon-Elementary-School/,100.0,100.0
Middlesex,Edison Township School District,Woodbrook Elementary School,23-1290-160,"15 ROBIN ROAD, EDISON, NJ, 08820",WOODBROOKELEMENTARYSCHOOL,15ROBINROADEDISONNJ08820,Woodbrook Elementary School,"15 Robin Road, Edison, NJ, 08820",https://www.greatschools.org/new-jersey/edison/493-Woodbrook-Elementary-School/,100.0,100.0
Morris,Dover Public School District,Dover High School,27-1110-040,"100 GRACE STREET, DOVER, NJ, 07801",DOVERHIGHSCHOOL,100GRACESTREETDOVERNJ07801,Dover High School,"100 Grace Street, Dover, NJ, 07801",https://www.greatschools.org/new-jersey/dover/407-Dover-High-School/,100.0,100.0
Monmouth,Monmouth-Ocean Educational Services Commission School Distri,New Jersey Virtual School,25-3255-090,"900 Hope Road, Tinton Falls, NJ, 07712",NEWJERSEYVIRTUALSCHOOL,900HOPEROADTINTONFALLSNJ07712,New Jersey Virtual School,"900 Hope Road, Tinton Falls, NJ, 07712",https://www.greatschools.org/new-jersey/tinton-falls/7108-New-Jersey-Virtual-School/,100.0,100.0
Middlesex,Metuchen Public School District,Edgar Middle School,23-3120-070,"49 BRUNSWICK AVENUE, METUCHEN, NJ, 08840",EDGARMIDDLESCHOOL,49BRUNSWICKAVENUEMETUCHENNJ08840,Edgar Middle School,"49 Brunswick Avenue, Metuchen, NJ, 08840",https://www.greatschools.org/new-jersey/metuchen/1144-Edgar-Middle-School/,100.0,100.0
Camden,Mt. Ephraim School District,Mary Bray Elementary School,07-3420-030,"225 WEST KINGS HIGHWAY, MOUNT EPHRAIM, NJ, 08059",MARYBRAYELEMENTARYSCHOOL,225WESTKINGSHIGHWAYMOUNTEPHRAIMNJ08059,Mary Bray Elementary School,"225 West Kings Highway, Mount Ephraim, NJ, 08059",https://www.greatschools.org/new-jersey/mount-ephraim/1261-Mary-Bray-Elementary-School/,100.0,100.0
Passaic,Pompton Lakes School District,Lenox School,31-4230-060,"35 LENOX AVENUE, POMPTON LAKES, NJ, 07442",LENOXSCHOOL,35LENOXAVENUEPOMPTONLAKESNJ07442,Lenox School,"35 Lenox Avenue, Pompton Lakes, NJ, 07442",https://www.greatschools.org/new-jersey/pompton-lakes/1677-Lenox-Elementary-School/,100.0,100.0
Essex,Orange Board Of Education School District,STEM Innovation Academy of the Oranges,13-3880-302,"445 Scotland Road, South Orange, NJ, 07079",STEMINNOVATIONACADEMYOFTHEORANGES,445SCOTLANDROADSOUTHORANGENJ07079,Stem Innovation Academy Of The Oranges,"445 Scotland Road, South Orange, NJ, 07079",https://www.greatschools.org/new-jersey/south-orange/9205-Stem-Innovation-Academy-Of-The-Oranges/,100.0,100.0
Gloucester,Pitman Boro School District,Pitman High School,15-4140-050,"225 Linden Avenue, Pitman, NJ, 08071",PITMANHIGHSCHOOL,225LINDENAVENUEPITMANNJ08071,Pitman High School,"225 Linden Avenue, Pitman, NJ, 08071",https://www.greatschools.org/new-jersey/pitman/1638-Pitman-High-School/,100.0,100.0
Passaic,West Milford Township Public School District,Westbrook Elementary School,31-5650-100,"55 NOSENZO POND ROAD, WEST MILFORD, NJ, 07480",WESTBROOKELEMENTARYSCHOOL,55NOSENZOPONDROADWESTMILFORDNJ07480,Westbrook Elementary School,"55 Nosenzo Pond Road, West Milford, NJ, 07480",https://www.greatschools.org/new-jersey/west-milford/2165-Westbrook-Elementary-School/,100.0,100.0
Charters,Paterson Arts and Science Charter School,Paterson Arts and Science Charter School,80-6096-982,"225 Grand Street, Paterson, NJ, 07501",PATERSONARTSANDSCIENCECHARTERSCHOOL,225GRANDSTREETPATERSONNJ07501,Paterson Arts And Science Charter School,"225 Grand Street, Paterson, NJ, 07501",https://www.greatschools.org/new-jersey/paterson/8734-Paterson-Arts-And-Science-Charter-School/,100.0,100.0
Cumberland,Vineland Public School District,Dr. William Mennies Elementary School,11-5390-260,"361 EAST GRANT AVENUE, VINELAND, NJ, 08360",DRWILLIAMMENNIESELEMENTARYSCHOOL,361EASTGRANTAVENUEVINELANDNJ08360,Dr. William Mennies Elementary School,"361 East Grant Avenue, Vineland, NJ, 08360",https://www.greatschools.org/new-jersey/vineland/2065-Dr.-William-Mennies-Elementary-School/,100.0,100.0
Ocean,Toms River Regional School District,Silver Bay Elementary School,29-5190-095,"100 SILVER BAY ROAD, TOMS RIVER, NJ, 08753",SILVERBAYELEMENTARYSCHOOL,100SILVERBAYROADTOMSRIVERNJ08753,Silver Bay Elementary School,"100 Silver Bay Road, Toms River, NJ, 08753",https://www.greatschools.org/new-jersey/toms-river/1958-Silver-Bay-Elementary-School/,100.0,100.0
Monmouth,Freehold Township School District,Joseph J Catena School,25-1660-020,"275 BURLINGTON ROAD, FREEHOLD, NJ, 07728",JOSEPHJCATENASCHOOL,275BURLINGTONROADFREEHOLDNJ07728,Joseph J Catena School,"275 Burlington Road, Freehold, NJ, 07728",https://www.greatschools.org/new-jersey/freehold/632-Joseph-J-Catena-School/,100.0,100.0
Union,Clark Township Public School District,Arthur L. Johnson High School,39-0850-005,"365 WESTFIELD AVENUE, CLARK, NJ, 07066",ARTHURLJOHNSONHIGHSCHOOL,365WESTFIELDAVENUECLARKNJ07066,Arthur L Johnson High School,"365 Westfield Avenue, Clark, NJ, 07066",https://www.greatschools.org/new-jersey/clark/319-Arthur-L--Johnson-High-School/,100.0,100.0
Hudson,Hoboken Public School District,Thomas G. Connors Elementary School,17-2210-065,"201 MONROE STREET, HOBOKEN, NJ, 07030",THOMASGCONNORS,201MONROESTREETHOBOKENNJ07030,Thomas G Connors,"201 Monroe Street, Hoboken, NJ, 07030",https://www.greatschools.org/new-jersey/hoboken/806-Thomas-G-Connors/,100.0,100.0
Middlesex,Edison Township School District,John Marshall Elementary School,23-1290-095,"15 CORNELL STREET, EDISON, NJ, 08817",JOHNMARSHALLELEMENTARYSCHOOL,15CORNELLSTREETEDISONNJ08817,John Marshall Elementary School,"15 Cornell Street, Edison, NJ, 08817",https://www.greatschools.org/new-jersey/edison/487-John-Marshall-Elementary-School/,100.0,100.0
Burlington,Westampton Township Public School District,Holly Hills Elementary School,05-5720-020,"500 OGDEN DRIVE, WESTAMPTON, NJ, 08060",HOLLYHILLSELEMENTARYSCHOOL,500OGDENDRIVEWESTAMPTONNJ08060,Holly Hills Elementary School,"500 Ogden Drive, Westampton, NJ, 08060",https://www.greatschools.org/new-jersey/westampton/2196-Holly-Hills-Elementary-School/,100.0,100.0
Morris,Dover Public School District,Academy Street Elementary School,27-1110-050,"14 ACADEMY STREET, DOVER, NJ, 07801",ACADEMYSTREETELEMENTARYSCHOOL,14ACADEMYSTREETDOVERNJ07801,Academy Street Elementary School,"14 Academy Street, Dover, NJ, 07801",https://www.greatschools.org/new-jersey/dover/408-Academy-Street-Elementary-School/,100.0,100.0
Burlington,Cinnaminson Township School District,New Albany Elementary School,05-0840-055,"2701 NEW ALBANY ROAD, CINNAMINSON, NJ, 08077",NEWALBANYELEMENTARYSCHOOL,2701NEWALBANYROADCINNAMINSONNJ08077,New Albany Elementary School,"2701 New Albany Road, Cinnaminson, NJ, 08077",https://www.greatschools.org/new-jersey/cinnaminson/317-New-Albany-Elementary-School/,100.0,100.0
Middlesex,Edison Township School District,Menlo Park Elementary School,23-1290-105,"155 MONROE AVENUE, EDISON, NJ, 08820",MENLOPARKELEMENTARYSCHOOL,155MONROEAVENUEEDISONNJ08820,Menlo Park Elementary School,"155 Monroe Avenue, Edison, NJ, 08820",https://www.greatschools.org/new-jersey/edison/491-Menlo-Park-Elementary-School/,100.0,100.0
Essex,Irvington Public School District,Berkeley Terrace Elementary School,13-2330-080,"787     GROVE STREET, IRVINGTON, NJ, 07111",BERKELEYTERRACE,787GROVESTREETIRVINGTONNJ07111,Berkeley Terrace,"787 Grove Street, Irvington, NJ, 07111",https://www.greatschools.org/new-jersey/irvington/846-Berkeley-Terrace/,100.0,100.0
Cumberland,Fairfield Township School District,Fairfield Township School,11-1460-070,"375 GOULDTOWN  WOODRUFF ROAD, BRIDGETON, NJ, 08302",FAIRFIELDTOWNSHIPSCHOOL,375GOULDTOWNWOODRUFFROADBRIDGETONNJ08302,Fairfield Township School,"375 Gouldtown Woodruff Road, Bridgeton, NJ, 08302",https://www.greatschools.org/new-jersey/bridgeton/4524-Fairfield-Township-School/,100.0,100.0
Camden,Lindenwold Public School District,Lindenwold High School,07-2670-005,"801 Egg Harbor Road, Lindenwold, NJ, 08021",LINDENWOLDHIGHSCHOOL,801EGGHARBORROADLINDENWOLDNJ08021,Lindenwold High School,"801 Egg Harbor Road, Lindenwold, NJ, 08021",https://www.greatschools.org/new-jersey/lindenwold/3449-Lindenwold-High-School/,100.0,100.0
Middlesex,Old Bridge Township School District,Raymond E. Voorhees Elementary School,23-3845-140,"11 LIBERTY STREET, OLD BRIDGE, NJ, 08857",RAYMONDEVOORHEESELEMENTARYSCHOOL,11LIBERTYSTREETOLDBRIDGENJ08857,Raymond E. Voorhees Elementary School,"11 Liberty Street, Old Bridge, NJ, 08857",https://www.greatschools.org/new-jersey/old-bridge-township/1068-Raymond-E.-Voorhees-Elementary-School/,100.0,100.0
Hudson,West New York Board of Education,Public School Number Two,17-5670-065,"5200 BROADWAY, WEST NEW YORK, NJ, 07093",PUBLICSCHOOLNUMBERTWO,5200BROADWAYWESTNEWYORKNJ07093,Public School Number Two,"5200 BROADWAY, West New York, NJ, 07093",https://www.greatschools.org/new-jersey/west-new-york/2170-Number-2-Elementary-School/,100.0,100.0
Union,Roselle Park Public School District,Robert Gordon Elementary School,39-4550-080,"59 WEST GRANT AVENUE, ROSELLE PARK, NJ, 07204",ROBERTGORDONELEMENTARYSCHOOL,59WESTGRANTAVENUEROSELLEPARKNJ07204,Robert Gordon Elementary School,"59 West Grant Avenue, Roselle Park, NJ, 07204",https://www.greatschools.org/new-jersey/roselle-park/1773-Robert-Gordon-Elementary-School/,100.0,100.0
Passaic,Paterson Public School District,School 28,31-4010-310,"200 PRESIDENTIAL BOULEVARD, PATERSON, NJ, 07522",SCHOOL28,200PRESIDENTIALBOULEVARDPATERSONNJ07522,School 28,"200 Presidential Boulevard, Paterson, NJ, 07522",https://www.greatschools.org/new-jersey/paterson/1564-Number-28-Elementary-School/,100.0,100.0
Monmouth,Freehold Regional High School District,Freehold Borough High School,25-1650-050,"2 Robertsville Road, FREEHOLD, NJ, 07728",FREEHOLDBOROUGHHIGHSCHOOL,2ROBERTSVILLEROADFREEHOLDNJ07728,Freehold Borough High School,"2 Robertsville Road, Freehold, NJ, 07728",https://www.greatschools.org/new-jersey/freehold/627-Freehold-Borough-High-School/,100.0,100.0
Hudson,West New York Board of Education,Harry L Bain,17-5670-100,"6200 BROADWAY, WEST NEW YORK, NJ, 07093",HARRYLBAINELEMENTARYSCHOOL,6200BROADWAYWESTNEWYORKNJ07093,Harry L. Bain Elementary School,"6200 BROADWAY, West New York, NJ, 07093",https://www.greatschools.org/new-jersey/west-new-york/2174-Harry-L.-Bain-Elementary-School/,100.0,100.0
Camden,Camden City School District,Thomas H. Dudley Family School,07-0680-190,"2250 Berwick Street, Camden, NJ, 08105",THOMASHDUDLEYFAMILYSCHOOL,2250BERWICKSTREETCAMDENNJ08105,Thomas H. Dudley Family School,"2250 Berwick Street, Camden, NJ, 08105",https://www.greatschools.org/new-jersey/camden/251-Dudley-Es/,100.0,100.0
Gloucester,Pitman Boro School District,Elwood Kindle Elementary School,15-4140-060,"211 Washington Avenue, Pitman, NJ, 08071",ELWOODKINDLEELEMENTARYSCHOOL,211WASHINGTONAVENUEPITMANNJ08071,Elwood Kindle Elementary School,"211 Washington Avenue, Pitman, NJ, 08071",https://www.greatschools.org/new-jersey/pitman/1639-Elwood-Kindle-Elementary-School/,100.0,100.0
Monmouth,Rumson Borough School District,Deane-Porter Elementary School,25-4570-040,"50 BLACKPOINT ROAD, RUMSON, NJ, 07760",DEANEPORTERELEMENTARYSCHOOL,50BLACKPOINTROADRUMSONNJ07760,Deane-Porter Elementary School,"50 Black Point Road, Rumson, NJ, 07760",https://www.greatschools.org/new-jersey/rumson/1783-Deane-Porter-Elementary-School/,100.0,100.0
Charters,North Star Academy Charter School,North Star Academy Charter School,80-7320-960,"10 WASHINGTON PLACE, NEWARK, NJ, 07102",NORTHSTARACADEMYCHARTERSCHOOLOFNEWARK,10WASHINGTONPLACENEWARKNJ07102,North Star Academy Charter School of Newark,"10 Washington Place, Newark, NJ, 07102",https://www.greatschools.org/new-jersey/newark/3339-North-Star-Academy-Charter-School-Of-Newark/,100.0,100.0
Morris,Parsippany-Troy Hills Township School District,Littleton Elementary School,27-3950-090,"250 Brooklawn Drive, Morris Plains, NJ, 07950",LITTLETONELEMENTARYSCHOOL,250BROOKLAWNDRIVEMORRISPLAINSNJ07950,Littleton Elementary School,"250 Brooklawn Drive, Morris Plains, NJ, 07950",https://www.greatschools.org/new-jersey/morris-plains/1510-Littleton-Elementary-School/,100.0,100.0
Bergen,Ridgefield Park Public School District,Ridgefield Park Jr Sr High School,03-4380-050,"1 OZZIE NELSON DRIVE, RIDGEFIELD PARK, NJ, 07660",RIDGEFIELDPARKJRSRHIGHSCHOOL,1OZZIENELSONDRIVERIDGEFIELDPARKNJ07660,Ridgefield Park Jr Sr High School,"1 Ozzie Nelson Drive, Ridgefield Park, NJ, 07660",https://www.greatschools.org/new-jersey/ridgefield-park/1727-Ridgefield-Park-Jr-Sr-High-School/,100.0,100.0
Middlesex,Educational Services Commission of New Jersey,Academy Learning Center,23-3145-030,"145 PERGOLA AVENUE, MONROE TOWNSHIP, NJ, 08831",ACADEMYLEARNINGCENTER,145PERGOLAAVENUEMONROETOWNSHIPNJ08831,Academy Learning Center,"145 Pergola Avenue, Monroe Township, NJ, 08831",https://www.greatschools.org/new-jersey/monroe-township/4176-Academy-Learning-Center/,100.0,100.0
