county_name,district_name,school_name,county_district_school_code,school_address,name_enc,address_enc,gs_school_name,gs_school_address,gs_school_link,fuzzy_name_score,fuzzy_address_score
Hudson,Jersey City Public Schools,Academy I,17-2390-095,"209 BERGEN AVENUE, JERSEY CITY, NJ, 07305",ACADEMYI,209BERGENAVENUEJERSEYCITYNJ07305,Academy I,"209 Bergen Avenue, Jersey City, NJ, 07305",https://www.greatschools.org/new-jersey/jersey-city/872-The-Academy-I-Middle-School/,100.0,100.0
Monmouth,Little Silver Boro School District,Point Road School,25-2720-060,"357 LITTLE SILVER POINT ROAD, LITTLE SILVER, NJ, 07739",POINTROADSCHOOL,357LITTLESILVERPOINTROADLITTLESILVERNJ07739,Point Road School,"357 Little Silver Point Road, Little Silver, NJ, 07739",https://www.greatschools.org/new-jersey/little-silver/996-Point-Road-Elementary-School/,100.0,100.0
Monmouth,Sea Girt Borough School District,Sea Girt Elementary School,25-4690-050,"451 Bell Place, Sea Girt, NJ, 08750",SEAGIRTELEMENTARYSCHOOL,451BELLPLACESEAGIRTNJ08750,Sea Girt Elementary School,"451 Bell Place, Sea Girt, NJ, 08750",https://www.greatschools.org/new-jersey/sea-girt/1823-Sea-Girt-Elementary-School/,100.0,100.0
Burlington,Cinnaminson Township School District,Cinnaminson High School,05-0840-030,"1197 RIVERTON ROAD, CINNAMINSON, NJ, 08077",CINNAMINSONHIGHSCHOOL,1197RIVERTONROADCINNAMINSONNJ08077,Cinnaminson High School,"1197 Riverton Road, Cinnaminson, NJ, 08077",https://www.greatschools.org/new-jersey/cinnaminson/315-Cinnaminson-High-School/,100.0,100.0
Middlesex,Middlesex Borough School District,Middlesex High School,23-3140-050,"300 JOHN F. KENNEDY DRIVE, MIDDLESEX, NJ, 08846",MIDDLESEXHIGHSCHOOL,300JOHNFKENNEDYDRIVEMIDDLESEXNJ08846,Middlesex High School,"300 John F Kennedy Drive, Middlesex, NJ, 08846",https://www.greatschools.org/new-jersey/middlesex/1150-Middlesex-High-School/,100.0,100.0
Charters,Hope Academy Charter School,Hope Academy Charter School,80-6740-950,"601 GRAND AVENUE, ASBURY PARK, NJ, 07712",HOPEACADEMYCHARTERSCHOOL,601GRANDAVENUEASBURYPARKNJ07712,Hope Academy Charter School,"601 Grand Avenue, Asbury Park, NJ, 07712",https://www.greatschools.org/new-jersey/asbury-park/3438-Hope-Academy-Charter-School/,100.0,100.0
Atlantic,Port Republic School District,Port Republic Elementary School,01-4240-050,"137 POMONA AVENUE, PORT REPUBLIC, NJ, 08241",PORTREPUBLICELEMENTARYSCHOOL,137POMONAAVENUEPORTREPUBLICNJ08241,Port Republic Elementary School,"137 Pomona Avenue, Port Republic, NJ, 08241",https://www.greatschools.org/new-jersey/port-republic/1679-Port-Republic-Elementary-School/,100.0,100.0
Essex,Irvington Public School District,Augusta Preschool Academy,13-2330-071,"97 AUGUSTA STREET, IRVINGTON, NJ, 07111",AUGUSTAPRESCHOOLACADEMY,97AUGUSTASTREETIRVINGTONNJ07111,Augusta Preschool Academy,"97 Augusta Street, Irvington, NJ, 07111",https://www.greatschools.org/new-jersey/irvington/6924-Augusta-Preschool-Academy/,100.0,100.0
Passaic,Clifton Public School District,School #8,31-0900-140,"41 OAK STREET, CLIFTON, NJ, 07014",SCHOOL#8,41OAKSTREETCLIFTONNJ07014,School #8,"41 Oak Street, Clifton, NJ, 07014",https://www.greatschools.org/new-jersey/clifton/342-Number-8-Elementary-School/,100.0,100.0
Sussex,Hopatcong Borough School District,Tulsa Trail Elementary School,37-2240-070,"2 Tulsa Trail, Hopatcong, NJ, 07843",TULSATRAILELEMENTARYSCHOOL,2TULSATRAILHOPATCONGNJ07843,Tulsa Trail Elementary School,"2 Tulsa Trail, Hopatcong, NJ, 07843",https://www.greatschools.org/new-jersey/hopatcong/820-Tulsa-Trail-Elementary-School/,100.0,100.0
Union,Clark Township Public School District,Frank K. Hehnly,39-0850-030,"590 RARITAN ROAD, CLARK, NJ, 07066",FRANKKHEHNLYELEMENTARYSCHOOL,590RARITANROADCLARKNJ07066,Frank K. Hehnly Elementary School,"590 Raritan Road, Clark, NJ, 07066",https://www.greatschools.org/new-jersey/clark/320-Frank-K.-Hehnly-Elementary-School/,100.0,100.0
Bergen,Cliffside Park School District,Cliffside Park High School,03-0890-030,"64 Riverview Avenue, CLIFFSIDE PARK, NJ, 07010",CLIFFSIDEPARKHIGHSCHOOL,64RIVERVIEWAVENUECLIFFSIDEPARKNJ07010,Cliffside Park High School,"64 Riverview Avenue, Cliffside Park, NJ, 07010",https://www.greatschools.org/new-jersey/cliffside-park/329-Cliffside-Park-High-School/,100.0,100.0
Union,Union County Vocational-Technical School District,Union County Magnet High School,39-5260-040,"1776 RARITAN ROAD, SCOTCH PLAINS, NJ, 07076",UNIONCOUNTYMAGNETHIGHSCHOOL,1776RARITANROADSCOTCHPLAINSNJ07076,Union County Magnet High School,"1776 Raritan Road, Scotch Plains, NJ, 07076",https://www.greatschools.org/new-jersey/scotch-plains/2233-Union-Cty-Magnet-High-School/,100.0,100.0
Monmouth,Spring Lake Heights School District,Spring Lake Heights Elementary School,25-4990-050,"1110 HIGHWAY 71, SPRING LAKE HEIGHTS, NJ, 07762",SPRINGLAKEHEIGHTSELEMENTARYSCHOOL,1110HIGHWAY71SPRINGLAKEHEIGHTSNJ07762,Spring Lake Heights Elementary School,"1110 HIGHWAY 71, Spring Lake Heights, NJ, 07762",https://www.greatschools.org/new-jersey/spring-lake/1898-Spring-Lake-Heights-Elementary-School/,100.0,100.0
Bergen,New Milford Public School District,David E. Owens Middle School,03-3550-085,"470 MARION AVENUE, NEW MILFORD, NJ, 07646",DAVIDEOWENSMIDDLESCHOOL,470MARIONAVENUENEWMILFORDNJ07646,David E Owens Middle School,"470 Marion Avenue, New Milford, NJ, 07646",https://www.greatschools.org/new-jersey/new-milford/1309-David-E--Owens-Middle-School/,100.0,100.0
Ocean,Point Pleasant Borough School District,Nellie F. Bennett Elementary School,29-4210-055,"RIVIERA PARKWAY, POINT PLEASANT, NJ, 08742",NELLIEFBENNETTELEMENTARYSCHOOL,RIVIERAPARKWAYPOINTPLEASANTNJ08742,Nellie F Bennett Elementary School,"Riviera Parkway, Point Pleasant, NJ, 08742",https://www.greatschools.org/new-jersey/point-pleasant/1671-Nellie-F-Bennett-Elementary-School/,100.0,100.0
Essex,Newark Public School District,Newark Sch of Data Science and Information Technology,13-3570-320,"746 Sanford Avenue, Newark, NJ, 07106",NEWARKSCHOFDATASCIENCEANDINFORMATIONTECHNOLOGY,746SANFORDAVENUENEWARKNJ07106,Newark Sch Of Data Science And Information Technology,"746 Sanford Avenue, Newark, NJ, 07106",https://www.greatschools.org/new-jersey/newark/9204-Newark-Sch-Of-Data-Science-And-Information-Technology/,100.0,100.0
Bergen,Leonia Public School District,Anna C. Scott Elementary School,03-2620-060,"281 Broad Avenue, Leonia, NJ, 07605",ANNACSCOTTELEMENTARYSCHOOL,281BROADAVENUELEONIANJ07605,Anna C. Scott Elementary School,"281 Broad Avenue, Leonia, NJ, 07605",https://www.greatschools.org/new-jersey/leonia/970-Anna-C.-Scott-Elementary-School/,100.0,100.0
Burlington,Tabernacle Township School District,Tabernacle Elementary School,05-5130-060,"141 NEW ROAD, TABERNACLE, NJ, 08088",TABERNACLEELEMENTARYSCHOOL,141NEWROADTABERNACLENJ08088,Tabernacle Elementary School,"141 New Road, Tabernacle, NJ, 08088",https://www.greatschools.org/new-jersey/tabernacle/1929-Tabernacle-Elementary-School/,100.0,100.0
Camden,Bellmawr Public School District,Bellmawr Park Elementary School,07-0260-020,"29 PEACH ROAD, BELLMAWR, NJ, 08031",BELLMAWRPARKELEMENTARYSCHOOL,29PEACHROADBELLMAWRNJ08031,Bellmawr Park Elementary School,"29 Peach Road, Bellmawr, NJ, 08031",https://www.greatschools.org/new-jersey/bellmawr/90-Bellmawr-Park-Elementary-School/,100.0,100.0
Monmouth,Hazlet Township Public School District,Middle Road School,25-2105-090,"305 MIDDLE ROAD, HAZLET, NJ, 07730",MIDDLEROADSCHOOL,305MIDDLEROADHAZLETNJ07730,Middle Road School,"305 Middle Road, Hazlet, NJ, 07730",https://www.greatschools.org/new-jersey/hazlet/1713-Middle-Road-School/,100.0,100.0
Passaic,Paterson Public School District,School 1,31-4010-050,"1 EAST 32ND STREET, PATERSON, NJ, 07514",SCHOOL1,1EAST32NDSTREETPATERSONNJ07514,School 1,"1 East 32nd Street, Paterson, NJ, 07514",https://www.greatschools.org/new-jersey/paterson/1570-Number-1-Elementary-School/,100.0,100.0
Burlington,Medford Township School District,Cranberry Pines Elementary,05-3080-040,"400 FAIRVIEW ROAD, MEDFORD, NJ, 08055",CRANBERRYPINESELEMENTARYSCHOOL,400FAIRVIEWROADMEDFORDNJ08055,Cranberry Pines Elementary School,"400 Fairview Road, Medford, NJ, 08055",https://www.greatschools.org/new-jersey/medford/1128-Cranberry-Pines-Elementary-School/,100.0,100.0
Monmouth,Hazlet Township Public School District,Cove Road School,25-2105-070,"8 COVE ROAD, HAZLET, NJ, 07730",COVEROADSCHOOL,8COVEROADHAZLETNJ07730,Cove Road School,"8 Cove Road, Hazlet, NJ, 07730",https://www.greatschools.org/new-jersey/hazlet/1711-Cove-Road-School/,100.0,100.0
Mercer,Trenton Public School District,Cadwalader Elementary School,21-5210-160,"501 Edgewood Avenue, Trenton, NJ, 08618",CADWALADERELEMENTARYSCHOOL,501EDGEWOODAVENUETRENTONNJ08618,Cadwalader Elementary School,"501 Edgewood Avenue, Trenton, NJ, 08618",https://www.greatschools.org/new-jersey/trenton/1972-Cadwalader-Elementary-School/,100.0,100.0
Bergen,Carlstadt-East Rutherford Regional High School District,Henry P. Becton Regional High School,03-0745-050,"120 PATERSON AVENUE, EAST RUTHERFORD, NJ, 07073",HENRYPBECTONREGIONALHIGHSCHOOL,120PATERSONAVENUEEASTRUTHERFORDNJ07073,Henry P Becton Regional High School,"120 Paterson Avenue, East Rutherford, NJ, 07073",https://www.greatschools.org/new-jersey/east-rutherford/280-Henry-P-Becton-Reg-High-School/,100.0,100.0
Bergen,Northern Valley Regional High School District,Northern Valley Regional High School at Old Tappan,03-3710-060,"140 Central Avenue, Old Tappan, NJ, 07675",NORTHERNVALLEYREGIONALHIGHSCHOOLATOLDTAPPAN,140CENTRALAVENUEOLDTAPPANNJ07675,Northern Valley Regional High School at Old Tappan,"140 Central Avenue, Old Tappan, NJ, 07675",https://www.greatschools.org/new-jersey/old-tappan/1431-N-Valley-Reg-H-Old-Tappan/,100.0,100.0
Mercer,East Windsor Regional School District,Perry L. Drew Elementary School,21-1245-075,"70 TWIN RIVERS DRIVE NORTH, EAST WINDSOR, NJ, 08520",PERRYLDREWELEMENTARYSCHOOL,70TWINRIVERSDRIVENORTHEASTWINDSORNJ08520,Perry L. Drew Elementary School,"70 Twin Rivers Drive North, East Windsor, NJ, 08520",https://www.greatschools.org/new-jersey/east-windsor/464-Perry-L.-Drew-Elementary-School/,100.0,100.0
Bergen,Garfield Public School District,Garfield Public Preschool Annex,03-1700-086,"464 OUTWATER LANE, GARFIELD, NJ, 07026",GARFIELDPUBLICPRESCHOOLANNEX,464OUTWATERLANEGARFIELDNJ07026,Garfield Public Preschool Annex,"464 Outwater Lane, Garfield, NJ, 07026",https://www.greatschools.org/new-jersey/garfield/3413-Garfield-Public-Preschool-Annex/,100.0,100.0
Middlesex,Piscataway Township School District,Arbor Elementary School,23-4130-060,"1717 LESTER PLACE, PISCATAWAY, NJ, 08854",ARBORELEMENTARYSCHOOL,1717LESTERPLACEPISCATAWAYNJ08854,Arbor Elementary School,"1717 Lester Place, Piscataway, NJ, 08854",https://www.greatschools.org/new-jersey/piscataway/1632-Arbor-Elementary-School/,100.0,100.0
Monmouth,Brielle Boro School District,Brielle Elementary School,25-0560-020,"605 UNION LANE, BRIELLE, NJ, 08730",BRIELLEELEMENTARYSCHOOL,605UNIONLANEBRIELLENJ08730,Brielle Elementary School,"605 Union Lane, Brielle, NJ, 08730",https://www.greatschools.org/new-jersey/brielle/202-Brielle-Elementary-School/,100.0,100.0
Passaic,West Milford Township Public School District,Apshawa Elementary School,31-5650-042,"140 HIGH CREST DRIVE, WEST MILFORD, NJ, 07480",APSHAWAELEMENTARYSCHOOL,140HIGHCRESTDRIVEWESTMILFORDNJ07480,Apshawa Elementary School,"140 High Crest Drive, West Milford, NJ, 07480",https://www.greatschools.org/new-jersey/west-milford/2159-Apshawa-Elementary-School/,100.0,100.0
Cape May,West Cape May Elementary School District,West Cape May Elementary School,09-5610-050,"301 Moore Street, West Cape May, NJ, 08204",WESTCAPEMAYELEMENTARYSCHOOL,301MOORESTREETWESTCAPEMAYNJ08204,West Cape May Elementary School,"301 Moore Street, West Cape May, NJ, 08204",https://www.greatschools.org/new-jersey/west-cape-may/2141-West-Cape-May-Elementary-School/,100.0,100.0
Essex,Irvington Public School District,Grove Street Elementary School,13-2330-110,"602 GROVE STREET, IRVINGTON, NJ, 07111",GROVESTREETELEMENTARYSCHOOL,602GROVESTREETIRVINGTONNJ07111,Grove Street Elementary School,"602 Grove Street, Irvington, NJ, 07111",https://www.greatschools.org/new-jersey/irvington/848-Grove-Street-Elementary-School/,100.0,100.0
Burlington,North Hanover Township School District,Clarence B. Lamb Elementary School,05-3650-040,"46 SCHOOLHOUSE ROAD, WRIGHTSTOWN, NJ, 08562",CLARENCEBLAMBELEMENTARYSCHOOL,46SCHOOLHOUSEROADWRIGHTSTOWNNJ08562,Clarence B. Lamb Elementary School,"46 Schoolhouse Road, Wrightstown, NJ, 08562",https://www.greatschools.org/new-jersey/wrightstown/1417-Clarence-B.-Lamb-Elementary-School/,100.0,100.0
Ocean,Lakewood Township School District,Clifton Ave Grade School,29-2520-070,"625 CLIFTON AVENUE, LAKEWOOD, NJ, 08701",CLIFTONAVEGRADESCHOOL,625CLIFTONAVENUELAKEWOODNJ08701,Clifton Ave Grade School,"625 Clifton Avenue, Lakewood, NJ, 08701",https://www.greatschools.org/new-jersey/lakewood-township/944-Clifton-Ave-Grade-School/,100.0,100.0
Middlesex,Piscataway Township School District,Martin Luther King Elementary School,23-4130-105,"5205 LUDLOW STREET, PISCATAWAY, NJ, 08854",MARTINLUTHERKINGELEMENTARYSCHOOL,5205LUDLOWSTREETPISCATAWAYNJ08854,Martin Luther King Elementary School,"5205 Ludlow Street, Piscataway, NJ, 08854",https://www.greatschools.org/new-jersey/piscataway/1635-Martin-Luther-King-Elementary-School/,100.0,100.0
Bergen,Paramus Public School District,Ridge Ranch Elementary School,03-3930-110,"345 LOCKWOOD DRIVE, PARAMUS, NJ, 07652",RIDGERANCHELEMENTARYSCHOOL,345LOCKWOODDRIVEPARAMUSNJ07652,Ridge Ranch Elementary School,"345 Lockwood Drive, Paramus, NJ, 07652",https://www.greatschools.org/new-jersey/paramus/1496-Ridge-Ranch-Elementary-School/,100.0,100.0
Morris,Educational Services Commission of Morris County,Park Lake School,27-3364-080,"72 ACADEMY STREET, ROCKAWAY, NJ, 07866",PARKLAKESCHOOL,72ACADEMYSTREETROCKAWAYNJ07866,Park Lake School,"72 Academy Street, Rockaway, NJ, 07866",https://www.greatschools.org/new-jersey/rockaway/4188-Park-Lake-School/,100.0,100.0
Bergen,Ridgewood Public School District,Benjamin Franklin Middle School,03-4390-060,"335 NORTH VAN DIEN AVE, RIDGEWOOD, NJ, 07451",BENJAMINFRANKLINMIDDLESCHOOL,335NORTHVANDIENAVERIDGEWOODNJ07451,Benjamin Franklin Middle School,"335 NORTH VAN DIEN AVE, Ridgewood, NJ, 07451",https://www.greatschools.org/new-jersey/ridgewood/1732-Benjamin-Franklin-Middle-School/,100.0,100.0
Union,Westfield Public School District,Thomas Edison Intermediate School,39-5730-070,"800 Rahway Avenue, Westfield, NJ, 07090",THOMASEDISONINTERMEDIATESCHOOL,800RAHWAYAVENUEWESTFIELDNJ07090,Thomas Edison Intermediate School,"800 Rahway Avenue, Westfield, NJ, 07090",https://www.greatschools.org/new-jersey/westfield/2200-Thomas-Edison-Intermediate-School/,100.0,100.0
Bergen,Pascack Valley Regional High School District,Pascack Hills High School,03-3960-040,"225 West Grand Avenue, Montvale, NJ, 07645",PASCACKHILLSHIGHSCHOOL,225WESTGRANDAVENUEMONTVALENJ07645,Pascack Hills High School,"225 West Grand Avenue, Montvale, NJ, 07645",https://www.greatschools.org/new-jersey/montvale/1514-Pascack-Hills-High-School/,100.0,100.0
Burlington,Burlington City Public School District,Samuel Smith Elementary School,05-0600-080,"250 FARNER AVENUE, BURLINGTON, NJ, 08016",SAMUELSMITHELEMENTARYSCHOOL,250FARNERAVENUEBURLINGTONNJ08016,Samuel Smith Elementary School,"250 Farner Avenue, Burlington, NJ, 08016",https://www.greatschools.org/new-jersey/burlington/215-Samuel-Smith-Elementary-School/,100.0,100.0
Passaic,Paterson Public School District,School 5,31-4010-090,"430 TOTOWA AVENUE, PATERSON, NJ, 07502",SCHOOL5,430TOTOWAAVENUEPATERSONNJ07502,School 5,"430 Totowa Avenue, Paterson, NJ, 07502",https://www.greatschools.org/new-jersey/paterson/1543-Number-5-Elementary-School/,100.0,100.0
Cumberland,Hopewell Township School District,Hopewell Crest,11-2270-060,"122 SEWALL ROAD, BRIDGETON, NJ, 08302",HOPEWELLCRESTELEMENTARYSCHOOL,122SEWALLROADBRIDGETONNJ08302,Hopewell Crest Elementary School,"122 Sewall Road, Bridgeton, NJ, 08302",https://www.greatschools.org/new-jersey/bridgeton/823-Hopewell-Crest-Elementary-School/,100.0,100.0
Bergen,Fair Lawn Public School District,Fair Lawn High School,03-1450-050,"14  00 BERDAN AVENUE, FAIR LAWN, NJ, 07410",FAIRLAWNHIGHSCHOOL,1400BERDANAVENUEFAIRLAWNNJ07410,Fair Lawn High School,"14 00 BERDAN AVENUE, Fair Lawn, NJ, 07410",https://www.greatschools.org/new-jersey/fair-lawn/570-Fair-Lawn-High-School/,100.0,100.0
Passaic,West Milford Township Public School District,Maple Road Elementary School,31-5650-060,"36 MAPLE ROAD, WEST MILFORD, NJ, 07480",MAPLEROADELEMENTARYSCHOOL,36MAPLEROADWESTMILFORDNJ07480,Maple Road Elementary School,"36 Maple Road, West Milford, NJ, 07480",https://www.greatschools.org/new-jersey/west-milford/2161-Maple-Road-Elementary-School/,100.0,100.0
Charters,Princeton Charter School,Princeton Charter School,80-7540-930,"100 Bunn Drive, PRINCETON, NJ, 08540",PRINCETONCHARTERSCHOOL,100BUNNDRIVEPRINCETONNJ08540,Princeton Charter School,"100 Bunn Drive, Princeton, NJ, 08540",https://www.greatschools.org/new-jersey/princeton/3358-Princeton-Charter-School/,100.0,100.0
Essex,Newark Public School District,South Street Elementary School,13-3570-640,"44-48 Hermon Street, NEWARK, NJ, 07105",SOUTHSTREETELEMENTARYSCHOOL,4448HERMONSTREETNEWARKNJ07105,South Street Elementary School,"44-48 Hermon Street, Newark, NJ, 07105",https://www.greatschools.org/new-jersey/newark/1375-South-Street-Elementary-School/,100.0,100.0
Union,Linden Public School District,Number 9,39-2660-160,"1401 Deerfield Terrace, LINDEN, NJ, 07036",NUMBER9,1401DEERFIELDTERRACELINDENNJ07036,Number 9,"1401 Deerfield Terrace, Linden, NJ, 07036",https://www.greatschools.org/new-jersey/linden/982-Number-9-Deerfield-Terrace-Elementary-School/,100.0,100.0
Cumberland,Vineland Public School District,John H. Winslow Elementary School,11-5390-115,"1335 MAGNOLIA RD, VINELAND, NJ, 08360",JOHNHWINSLOWELEMENTARYSCHOOL,1335MAGNOLIARDVINELANDNJ08360,John H. Winslow Elementary School,"1335 MAGNOLIA RD, Vineland, NJ, 08360",https://www.greatschools.org/new-jersey/vineland/2058-John-H.-Winslow-Elementary-School/,100.0,100.0
Essex,Newark Public School District,Early Childhood School - Central,13-3570-314,"70 Montgomery Street, Newark, NJ, 07103",EARLYCHILDHOODSCHOOLCENTRAL,70MONTGOMERYSTREETNEWARKNJ07103,Early Childhood School - Central,"70 Montgomery Street, Newark, NJ, 07103",https://www.greatschools.org/new-jersey/newark/8838-Early-Childhood-School---Central/,100.0,100.0
Burlington,Lenape Regional High School District,Lenape High School,05-2610-050,"235 HARTFORD ROAD, MEDFORD, NJ, 08055",LENAPEHIGHSCHOOL,235HARTFORDROADMEDFORDNJ08055,Lenape High School,"235 Hartford Road, Medford, NJ, 08055",https://www.greatschools.org/new-jersey/medford/965-Lenape-High-School/,100.0,100.0
Charters,Empowerment Academy Charter School,Empowerment Academy Charter School,80-6103-994,"240 Ege Avenue, Jersey City, NJ, 07304",EMPOWERMENTACADEMYCHARTERSCHOOL,240EGEAVENUEJERSEYCITYNJ07304,Empowerment Academy Charter School,"240 Ege Avenue, Jersey City, NJ, 07304",https://www.greatschools.org/new-jersey/jersey-city/8875-Empowerment-Academy-Charter-School/,100.0,100.0
Essex,Newark Public School District,Belmont Runyon Elementary School,13-3570-225,"1 BELMONT RUNYON WAY, NEWARK, NJ, 07108",BELMONTRUNYONELEMENTARYSCHOOL,1BELMONTRUNYONWAYNEWARKNJ07108,Belmont-Runyon Elementary School,"1 Belmont Runyon Way, Newark, NJ, 07108",https://www.greatschools.org/new-jersey/newark/1331-Belmont-Runyon-Elementary-School/,100.0,100.0
Camden,Magnolia School District,Magnolia,07-2890-050,"420 NORTH WARWICK RD, MAGNOLIA, NJ, 08049",MAGNOLIAELEMENTARYSCHOOL,420NORTHWARWICKRDMAGNOLIANJ08049,Magnolia Elementary School,"420 NORTH WARWICK RD, Magnolia, NJ, 08049",https://www.greatschools.org/new-jersey/magnolia/1072-Magnolia-Elementary-School/,100.0,100.0
Union,Summit Public School District,Brayton Elementary School,39-5090-070,"89 TULIP STREET, SUMMIT, NJ, 07901",BRAYTONELEMENTARYSCHOOL,89TULIPSTREETSUMMITNJ07901,Brayton Elementary School,"89 Tulip Street, Summit, NJ, 07901",https://www.greatschools.org/new-jersey/summit/1918-Brayton-Elementary-School/,100.0,100.0
