county_name,district_name,school_name,county_district_school_code,school_address,name_enc,address_enc,gs_school_name,gs_school_address,gs_school_link,rating_band,rating,gs_name_enc,gs_address_enc,fuzzy_name_score,fuzzy_address_score
Essex,ORANGE BOARD OF EDUCATION School District,Cleveland Street Elementary School,13-3880-070,"355 CLEVELAND ST, ORANGE, NJ, 07050",CLEVELANDSTREETELEMENTARYSCHOOL,355CLEVELANDSTORANGENJ07050,Cleveland Street Elementary School,"355 CLEVELAND ST, City of Orange, NJ, 07050",https://www.greatschools.org/new-jersey/city-of-orange/1478-Cleveland-Street-Elementary-School/,Below average,3.0,CLEVELANDSTREETELEMENTARYSCHOOL,355CLEVELANDSTCITYOFORANGENJ07050,100.0,90.0
Somerset,Hillsborough Township Public School District,Woods Road Elementary School,35-2170-085,"120 South Woods Road, Hillsborough, NJ, 08844",WOODSROADELEMENTARYSCHOOL,120SOUTHWOODSROADHILLSBOROUGHNJ08844,Woods Road Elementary School,"120 South Woods Road, Hillsborough Township, NJ, 08844",https://www.greatschools.org/new-jersey/hillsborough-township/794-Woods-Road-Elementary-School/,Above average,10.0,WOODSROADELEMENTARYSCHOOL,120SOUTHWOODSROADHILLSBOROUGHTOWNSHIPNJ08844,100.0,90.0
Burlington,Mount Laurel Township School District,T. E. Harrington Middle School,05-3440-060,"514 MOUNT LAUREL ROAD, MOUNT LAUREL, NJ, 08054",TEHARRINGTONMIDDLESCHOOL,514MOUNTLAURELROADMOUNTLAURELNJ08054,T E Harrington Middle School,"514 MOUNT LAUREL ROAD, Mount Laurel Township, NJ, 08054",https://www.greatschools.org/new-jersey/mount-laurel/1269-T-E--Harrington-Middle-School/,Average,5.0,TEHARRINGTONMIDDLESCHOOL,514MOUNTLAURELROADMOUNTLAURELTOWNSHIPNJ08054,100.0,90.0
Burlington,Mount Laurel Township School District,Countryside Elementary School,05-3440-010,"115 SCHOOLHOUSE LANE, MOUNT LAUREL, NJ, 08054",COUNTRYSIDEELEMENTARYSCHOOL,115SCHOOLHOUSELANEMOUNTLAURELNJ08054,Countryside Elementary School,"115 SCHOOLHOUSE LANE, Mount Laurel Township, NJ, 08054",https://www.greatschools.org/new-jersey/mount-laurel-township/1266-Countryside-Elementary-School/,Below average,4.0,COUNTRYSIDEELEMENTARYSCHOOL,115SCHOOLHOUSELANEMOUNTLAURELTOWNSHIPNJ08054,100.0,90.0
Sussex,Montague Township School District,Montague Township School,37-3300-050,"475 ROUTE 206, MONTAGUE, NJ, 07827",MONTAGUETOWNSHIPSCHOOL,475ROUTE206MONTAGUENJ07827,Montague Township School,"475 U.S. 206, Montague, NJ, 07827",https://www.greatschools.org/new-jersey/montague-township/1214-Montague-Elementary-School/,Average,6.0,MONTAGUETOWNSHIPSCHOOL,475US206MONTAGUENJ07827,100.0,89.79591836734694
Middlesex,North Brunswick Township School District,Linwood Middle School,23-3620-065,"25 LINWOOD PLACE, NORTH BRUNSWICK, NJ, 08902",LINWOODMIDDLESCHOOL,25LINWOODPLACENORTHBRUNSWICKNJ08902,Linwood Middle School,"25 LINWOOD PLACE, North Brunswick Township, NJ, 08902",https://www.greatschools.org/new-jersey/north-brunswick-township/1407-Linwood-Middle-School/,Below average,4.0,LINWOODMIDDLESCHOOL,25LINWOODPLACENORTHBRUNSWICKTOWNSHIPNJ08902,100.0,89.74358974358975
Mercer,Hamilton Township Public School District,Yardville Heights Elementary School,21-1950-270,"3880 SOUTH BROAD STREET, HAMILTON, NJ, 08620",YARDVILLEHEIGHTSELEMENTARYSCHOOL,3880SOUTHBROADSTREETHAMILTONNJ08620,Yardville Heights Elementary School,"3880 SOUTH BROAD STREET, Hamilton Township, NJ, 08620",https://www.greatschools.org/new-jersey/trenton/749-Yardville-Heights-Elementary-School/,Average,6.0,YARDVILLEHEIGHTSELEMENTARYSCHOOL,3880SOUTHBROADSTREETHAMILTONTOWNSHIPNJ08620,100.0,89.74358974358975
Ocean,Barnegat Township School District,Russell O. Brackman Middle School,29-0185-050,"600 BARNEGAT BLVD  NORTH, BARNEGAT, NJ, 08005",RUSSELLOBRACKMANMIDDLESCHOOL,600BARNEGATBLVDNORTHBARNEGATNJ08005,Russell O Brackman Middle School,"600 BARNEGAT BLVD NORTH, Barnegat Township, NJ, 08005",https://www.greatschools.org/new-jersey/barnegat-township/2012-Russell-O--Brackman-Middle-School/,Below average,4.0,RUSSELLOBRACKMANMIDDLESCHOOL,600BARNEGATBLVDNORTHBARNEGATTOWNSHIPNJ08005,100.0,89.74358974358975
Camden,Pennsauken Township Board of Education School District,G.H. Carson Elementary School,07-4060-130,"4150 GARFIELD AVENUE, PENNSAUKEN, NJ, 08109",GHCARSONELEMENTARYSCHOOL,4150GARFIELDAVENUEPENNSAUKENNJ08109,G.H. Carson Elementary School,"4150 GARFIELD AVENUE, Pennsauken Township, NJ, 08109",https://www.greatschools.org/new-jersey/pennsauken-township/1599-G.H.-Carson-Elementary-School/,Below average,3.0,GHCARSONELEMENTARYSCHOOL,4150GARFIELDAVENUEPENNSAUKENTOWNSHIPNJ08109,100.0,89.74358974358975
Ocean,Jackson Township School District,Jackson Memorial High School,29-2360-020,"101 Don Connor Boulevard, Jackson, NJ, 08527",JACKSONMEMORIALHIGHSCHOOL,101DONCONNORBOULEVARDJACKSONNJ08527,Jackson Memorial High School,"101 Don Connor Boulevard, Jackson Township, NJ, 08527",https://www.greatschools.org/new-jersey/jackson-township/856-Jackson-Memorial-High-School/,Average,5.0,JACKSONMEMORIALHIGHSCHOOL,101DONCONNORBOULEVARDJACKSONTOWNSHIPNJ08527,100.0,89.74358974358975
Salem,Pennsville Public School District,Pennsville Middle School,33-4075-055,"4 WILLIAM PENN AVENUE, PENNSVILLE, NJ, 08070",PENNSVILLEMIDDLESCHOOL,4WILLIAMPENNAVENUEPENNSVILLENJ08070,Pennsville Middle School,"4 WILLIAM PENN AVENUE, Pennsville Township, NJ, 08070",https://www.greatschools.org/new-jersey/pennsville/1034-Pennsville-Middle-School/,Below average,4.0,PENNSVILLEMIDDLESCHOOL,4WILLIAMPENNAVENUEPENNSVILLETOWNSHIPNJ08070,100.0,89.74358974358975
Monmouth,Middletown Township Public School District,New Monmouth Elementary School,25-3160-143,"121 NEW MONMOUTH ROAD, MIDDLETOWN, NJ, 07748",NEWMONMOUTHELEMENTARYSCHOOL,121NEWMONMOUTHROADMIDDLETOWNNJ07748,New Monmouth Elementary School,"121 NEW MONMOUTH ROAD, Middletown Township, NJ, 07748",https://www.greatschools.org/new-jersey/middletown/1173-New-Monmouth-Elementary-School/,Average,5.0,NEWMONMOUTHELEMENTARYSCHOOL,121NEWMONMOUTHROADMIDDLETOWNTOWNSHIPNJ07748,100.0,89.74358974358975
Ocean,Jackson Township School District,Switlik Elementary School,29-2360-050,"75 West Veterans Highway, Jackson, NJ, 08527",SWITLIKELEMENTARYSCHOOL,75WESTVETERANSHIGHWAYJACKSONNJ08527,Switlik Elementary School,"75 West Veterans Highway, Jackson Township, NJ, 08527",https://www.greatschools.org/new-jersey/jackson-township/860-Switlik-Elementary-School/,Average,5.0,SWITLIKELEMENTARYSCHOOL,75WESTVETERANSHIGHWAYJACKSONTOWNSHIPNJ08527,100.0,89.74358974358975
Somerset,Green Brook Township Public School District,Green Brook Middle School,35-1810-030,"132 Jefferson Avenue, Green Brook, NJ, 08812",GREENBROOKMIDDLESCHOOL,132JEFFERSONAVENUEGREENBROOKNJ08812,Green Brook Middle School,"132 Jefferson Avenue, Green Brook Township, NJ, 08812",https://www.greatschools.org/new-jersey/green-brook-township/8827-Green-Brook-Middle-School/,Average,6.0,GREENBROOKMIDDLESCHOOL,132JEFFERSONAVENUEGREENBROOKTOWNSHIPNJ08812,100.0,89.74358974358975
Essex,ORANGE BOARD OF EDUCATION School District,Heywood Avenue Elementary School,13-3880-090,"421 HEYWOOD AVE, ORANGE, NJ, 07050",HEYWOODAVENUEELEMENTARYSCHOOL,421HEYWOODAVEORANGENJ07050,Heywood Avenue Elementary School,"421 HEYWOOD AVE, City of Orange, NJ, 07050",https://www.greatschools.org/new-jersey/orange/1480-Heywood-Avenue-Elementary-School/,Average,5.0,HEYWOODAVENUEELEMENTARYSCHOOL,421HEYWOODAVECITYOFORANGENJ07050,100.0,89.65517241379311
Essex,ORANGE BOARD OF EDUCATION School District,Orange Preparatory Academy,13-3880-115,"400 CENTRAL AVE, ORANGE, NJ, 07050",ORANGEPREPARATORYACADEMY,400CENTRALAVEORANGENJ07050,Orange Preparatory Academy,"400 CENTRAL AVE, City of Orange, NJ, 07050",https://www.greatschools.org/new-jersey/city-of-orange/1483-Orange-Middle-School/,Average,6.0,ORANGEPREPARATORYACADEMY,400CENTRALAVECITYOFORANGENJ07050,100.0,89.65517241379311
Essex,ORANGE BOARD OF EDUCATION School District,Orange High School,13-3880-050,"400 LINCOLN AVE, ORANGE, NJ, 07050",ORANGEHIGHSCHOOL,400LINCOLNAVEORANGENJ07050,Orange High School,"400 LINCOLN AVE, City of Orange, NJ, 07050",https://www.greatschools.org/new-jersey/city-of-orange/1476-Orange-High-School/,Below average,2.0,ORANGEHIGHSCHOOL,400LINCOLNAVECITYOFORANGENJ07050,100.0,89.65517241379311
Essex,ORANGE BOARD OF EDUCATION School District,Lincoln Avenue Elementary School,13-3880-100,"216 LINCOLN AVE, ORANGE, NJ, 07050",LINCOLNAVENUEELEMENTARYSCHOOL,216LINCOLNAVEORANGENJ07050,Lincoln Avenue Elementary School,"216 LINCOLN AVE, City of Orange, NJ, 07050",https://www.greatschools.org/new-jersey/city-of-orange/1481-Lincoln-Avenue-Elementary-School/,Below average,4.0,LINCOLNAVENUEELEMENTARYSCHOOL,216LINCOLNAVECITYOFORANGENJ07050,100.0,89.65517241379311
Essex,ORANGE BOARD OF EDUCATION School District,Oakwood Avenue Elementary School,13-3880-110,"135 OAKWOOD AVE, ORANGE, NJ, 07050",OAKWOODAVENUEELEMENTARYSCHOOL,135OAKWOODAVEORANGENJ07050,Oakwood Avenue Elementary School,"135 OAKWOOD AVE, City of Orange, NJ, 07050",https://www.greatschools.org/new-jersey/city-of-orange/1482-Oakwood-Avenue-Elementary-School/,Below average,2.0,OAKWOODAVENUEELEMENTARYSCHOOL,135OAKWOODAVECITYOFORANGENJ07050,100.0,89.65517241379311
Union,Rahway Public School District,Grover Cleveland Elementary School,39-4290-090,"486 E MILTON AVE, RAHWAY, NJ, 07065",GROVERCLEVELANDELEMENTARYSCHOOL,486EMILTONAVERAHWAYNJ07065,Grover Cleveland Elementary School,"486 East Milton Avenue, Rahway, NJ, 07065",https://www.greatschools.org/new-jersey/rahway/1691-Grover-Cleveland-Elementary-School/,Average,5.0,GROVERCLEVELANDELEMENTARYSCHOOL,486EASTMILTONAVENUERAHWAYNJ07065,100.0,89.65517241379311
Essex,West Orange Public Schools,Redwood Elementary School,13-5680-160,"75 REDWOOD AVE, W ORANGE, NJ, 07052",REDWOODELEMENTARYSCHOOL,75REDWOODAVEWORANGENJ07052,Redwood Elementary School,"75 Redwood Avenue, West Orange, NJ, 07052",https://www.greatschools.org/new-jersey/west-orange/2182-Redwood-Elementary-School/,Above average,8.0,REDWOODELEMENTARYSCHOOL,75REDWOODAVENUEWESTORANGENJ07052,100.0,89.65517241379311
Charters,College Achieve Greater Asbury Park Charter School,College Achieve Greater Asbury Park Charter School,80-7891-904,"3455 W. Bangs Avenue, Neptune, NJ, 07753",COLLEGEACHIEVEGREATERASBURYPARKCHARTERSCHOOL,3455WBANGSAVENUENEPTUNENJ07753,College Achieve Greater Asbury Park Charter School,"3455 West Bangs Avenue, Neptune City, NJ, 07753",https://www.greatschools.org/new-jersey/asbury-park/8895-College-Achieve-Greater-Asbury-Park-Charter-School/,Below average,4.0,COLLEGEACHIEVEGREATERASBURYPARKCHARTERSCHOOL,3455WESTBANGSAVENUENEPTUNECITYNJ07753,100.0,89.55223880597015
Cumberland,Vineland Public School District,Sgt. Dominick Pilla Middle School,11-5390-301,"3133 S Lincoln Ave, Vineland, NJ, 08361",SGTDOMINICKPILLAMIDDLESCHOOL,3133SLINCOLNAVEVINELANDNJ08361,Sgt. Dominick Pilla Middle School,"3133 South Lincoln Avenue, Vineland, NJ, 08361",https://www.greatschools.org/new-jersey/vineland/8901-Lincoln-Avenue-Middle-School/,Below average,2.0,SGTDOMINICKPILLAMIDDLESCHOOL,3133SOUTHLINCOLNAVENUEVINELANDNJ08361,100.0,89.55223880597015
Middlesex,Woodbridge Township School District,Woodbridge High School,23-5850-050,"25 SAMUEL LUPO PLACE, WOODBRIDGE, NJ, 07095",WOODBRIDGEHIGHSCHOOL,25SAMUELLUPOPLACEWOODBRIDGENJ07095,Woodbridge High School,"25 SAMUEL LUPO PLACE, Woodbridge Township, NJ, 07095",https://www.greatschools.org/new-jersey/woodbridge-township/2244-Woodbridge-High-School/,Below average,2.0,WOODBRIDGEHIGHSCHOOL,25SAMUELLUPOPLACEWOODBRIDGETOWNSHIPNJ07095,100.0,89.47368421052632
Mercer,West Windsor-Plainsboro Regional School District,Millstone River School,21-5715-150,"75 GROVERS MILL ROAD, PLAINSBORO, NJ, 08536",MILLSTONERIVERSCHOOL,75GROVERSMILLROADPLAINSBORONJ08536,Millstone River School,"75 GROVERS MILL ROAD, Plainsboro Township, NJ, 08536",https://www.greatschools.org/new-jersey/plainsboro-township/2195-Millstone-River-School/,Above average,7.0,MILLSTONERIVERSCHOOL,75GROVERSMILLROADPLAINSBOROTOWNSHIPNJ08536,100.0,89.47368421052632
Mercer,Hamilton Township Public School District,Greenwood Elementary School,21-1950-110,"2069 GREENWOOD AVENUE, HAMILTON, NJ, 08609",GREENWOODELEMENTARYSCHOOL,2069GREENWOODAVENUEHAMILTONNJ08609,Greenwood Elementary School,"2069 GREENWOOD AVENUE, Hamilton Township, NJ, 08609",https://www.greatschools.org/new-jersey/hamilton-township/735-Greenwood-Elementary-School/,Below average,3.0,GREENWOODELEMENTARYSCHOOL,2069GREENWOODAVENUEHAMILTONTOWNSHIPNJ08609,100.0,89.47368421052632
Mercer,West Windsor-Plainsboro Regional School District,Thomas R Grover Middle School,21-5715-035,"10 SOUTHFIELD ROAD, West Windsor, NJ, 08550",THOMASRGROVERMIDDLESCHOOL,10SOUTHFIELDROADWESTWINDSORNJ08550,Thomas R Grover Middle School,"10 SOUTHFIELD ROAD, West Windsor Township, NJ, 08550",https://www.greatschools.org/new-jersey/west-windsor-township/3398-Thomas-R-Grover-Middle-School/,Above average,8.0,THOMASRGROVERMIDDLESCHOOL,10SOUTHFIELDROADWESTWINDSORTOWNSHIPNJ08550,100.0,89.47368421052632
Mercer,West Windsor-Plainsboro Regional School District,Community Middle School,21-5715-140,"95 GROVERS MILL ROAD, PLAINSBORO, NJ, 08536",COMMUNITYMIDDLESCHOOL,95GROVERSMILLROADPLAINSBORONJ08536,Community Middle School,"95 GROVERS MILL ROAD, Plainsboro Township, NJ, 08536",https://www.greatschools.org/new-jersey/plainsboro-township/2194-Community-Middle-School/,Above average,7.0,COMMUNITYMIDDLESCHOOL,95GROVERSMILLROADPLAINSBOROTOWNSHIPNJ08536,100.0,89.47368421052632
Monmouth,Wall Township Public School District,Allenwood Elementary School,25-5420-060,"3301 ALLENWOOD  LAKEWOOD RD, WALL, NJ, 07719",ALLENWOODELEMENTARYSCHOOL,3301ALLENWOODLAKEWOODRDWALLNJ07719,Allenwood Elementary School,"3301 ALLENWOOD LAKEWOOD RD, Wall Township, NJ, 07719",https://www.greatschools.org/new-jersey/wall-township/2078-Allenwood-Elementary-School/,Above average,9.0,ALLENWOODELEMENTARYSCHOOL,3301ALLENWOODLAKEWOODRDWALLTOWNSHIPNJ07719,100.0,89.47368421052632
Somerset,Hillsborough Township Public School District,Woodfern Elementary School,35-2170-080,"425 Woodfern Road, Hillsborough, NJ, 08844",WOODFERNELEMENTARYSCHOOL,425WOODFERNROADHILLSBOROUGHNJ08844,Woodfern Elementary School,"425 Woodfern Road, Hillsborough Township, NJ, 08844",https://www.greatschools.org/new-jersey/hillsborough-township/793-Woodfern-Elementary-School/,Above average,8.0,WOODFERNELEMENTARYSCHOOL,425WOODFERNROADHILLSBOROUGHTOWNSHIPNJ08844,100.0,89.47368421052632
Somerset,Hillsborough Township Public School District,Sunnymead Elementary School,35-2170-060,"55 Sunnymead Road, Hillsborough, NJ, 08844",SUNNYMEADELEMENTARYSCHOOL,55SUNNYMEADROADHILLSBOROUGHNJ08844,Sunnymead Elementary School,"55 Sunnymead Road, Hillsborough Township, NJ, 08844",https://www.greatschools.org/new-jersey/hillsborough-township/791-Sunnymead-Elementary-School/,Above average,8.0,SUNNYMEADELEMENTARYSCHOOL,55SUNNYMEADROADHILLSBOROUGHTOWNSHIPNJ08844,100.0,89.47368421052632
Essex,West Orange Public Schools,Roosevelt Middle School,13-5680-090,"36 GILBERT PL, W ORANGE, NJ, 07052",ROOSEVELTMIDDLESCHOOL,36GILBERTPLWORANGENJ07052,Roosevelt Middle School,"36 Gilbert Place, West Orange, NJ, 07052",https://www.greatschools.org/new-jersey/west-orange/2178-Roosevelt-Middle-School/,Below average,4.0,ROOSEVELTMIDDLESCHOOL,36GILBERTPLACEWESTORANGENJ07052,100.0,89.28571428571429
Cape May,Upper Township School District,Upper Township Elementary School,09-5340-050,"50 OLD TUCKAHOE RD, MARMORA, NJ, 08223",UPPERTOWNSHIPELEMENTARYSCHOOL,50OLDTUCKAHOERDMARMORANJ08223,Upper Township Elementary School,"50 North Old Tuckahoe Road, Marmora, NJ, 08223",https://www.greatschools.org/new-jersey/marmora/2033-Upper-Township-Elementary-School/,Average,5.0,UPPERTOWNSHIPELEMENTARYSCHOOL,50NORTHOLDTUCKAHOEROADMARMORANJ08223,100.0,89.23076923076923
Mercer,Hamilton Township Public School District,Alexander Elementary School,21-1950-085,"20 ROBERT FROST DRIVE, HAMILTON, NJ, 08690",ALEXANDERELEMENTARYSCHOOL,20ROBERTFROSTDRIVEHAMILTONNJ08690,Alexander Elementary School,"20 ROBERT FROST DRIVE, Hamilton Township, NJ, 08690",https://www.greatschools.org/new-jersey/hamilton-township/733-Alexander-Elementary-School/,Average,5.0,ALEXANDERELEMENTARYSCHOOL,20ROBERTFROSTDRIVEHAMILTONTOWNSHIPNJ08690,100.0,89.1891891891892
Burlington,Mount Laurel Township School District,Hartford Upper Elementary School,05-3440-047,"397 HARTFORD ROAD, MOUNT LAUREL, NJ, 08054",HARTFORDUPPERELEMENTARYSCHOOL,397HARTFORDROADMOUNTLAURELNJ08054,Hartford Upper Elementary School,"397 HARTFORD ROAD, Mount Laurel Township, NJ, 08054",https://www.greatschools.org/new-jersey/mount-laurel-township/1265-Hartford-School/,Average,5.0,HARTFORDUPPERELEMENTARYSCHOOL,397HARTFORDROADMOUNTLAURELTOWNSHIPNJ08054,100.0,89.1891891891892
Ocean,Brick Township Public School District,Lake Riviera Middle School,29-0530-043,"171 BEAVERSON BOULEVARD, BRICK, NJ, 08723",LAKERIVIERAMIDDLESCHOOL,171BEAVERSONBOULEVARDBRICKNJ08723,Lake Riviera Middle School,"171 BEAVERSON BOULEVARD, Brick Township, NJ, 08723",https://www.greatschools.org/new-jersey/brick-township/178-Lake-Riviera-Middle-School/,Average,6.0,LAKERIVIERAMIDDLESCHOOL,171BEAVERSONBOULEVARDBRICKTOWNSHIPNJ08723,100.0,89.1891891891892
Burlington,Mount Laurel Township School District,Fleetwood Elementary School,05-3440-045,"231 FLEETWOOD AVE, MOUNT LAUREL, NJ, 08054",FLEETWOODELEMENTARYSCHOOL,231FLEETWOODAVEMOUNTLAURELNJ08054,Fleetwood Elementary School,"231 FLEETWOOD AVE, Mount Laurel Township, NJ, 08054",https://www.greatschools.org/new-jersey/mount-laurel-township/1267-Fleetwood-Elementary-School/,Average,5.0,FLEETWOODELEMENTARYSCHOOL,231FLEETWOODAVEMOUNTLAURELTOWNSHIPNJ08054,100.0,89.1891891891892
Monmouth,Manalapan-Englishtown Regional Schools School District,Manalapan-Englishtown Middle School,25-2920-060,"155 MILLHURST ROAD, Manalapan, NJ, 07726",MANALAPANENGLISHTOWNMIDDLESCHOOL,155MILLHURSTROADMANALAPANNJ07726,Manalapan-Englishtown Middle School,"155 MILLHURST ROAD, Manalapan Township, NJ, 07726",https://www.greatschools.org/new-jersey/manalapan-township/1080-Manalapan-Englishtown-Middle-School/,Above average,7.0,MANALAPANENGLISHTOWNMIDDLESCHOOL,155MILLHURSTROADMANALAPANTOWNSHIPNJ07726,100.0,88.88888888888889
Gloucester,Wenonah  Boro School District,Wenonah Elementary School,15-5590-050,"200 N CLINTON AVE, WENONAH, NJ, 08090",WENONAHELEMENTARYSCHOOL,200NCLINTONAVEWENONAHNJ08090,Wenonah Elementary School,"200 North Clinton Avenue, Wenonah, NJ, 08090",https://www.greatschools.org/new-jersey/wenonah/2139-Wenonah-Elementary-School/,Average,5.0,WENONAHELEMENTARYSCHOOL,200NORTHCLINTONAVENUEWENONAHNJ08090,100.0,88.88888888888889
Mercer,Hamilton Township Public School District,Klockner Elementary School,21-1950-160,"830 KLOCKNER AVENUE, HAMILTON, NJ, 08619",KLOCKNERELEMENTARYSCHOOL,830KLOCKNERAVENUEHAMILTONNJ08619,Klockner Elementary School,"830 KLOCKNER AVENUE, Hamilton Township, NJ, 08619",https://www.greatschools.org/new-jersey/hamilton-township/737-Klockner-Elementary-School/,Below average,3.0,KLOCKNERELEMENTARYSCHOOL,830KLOCKNERAVENUEHAMILTONTOWNSHIPNJ08619,100.0,88.88888888888889
Middlesex,Woodbridge Township School District,Woodbridge Middle School,23-5850-090,"525 BARRON AVENUE, WOODBRIDGE, NJ, 07095",WOODBRIDGEMIDDLESCHOOL,525BARRONAVENUEWOODBRIDGENJ07095,Woodbridge Middle School,"525 BARRON AVENUE, Woodbridge Township, NJ, 07095",https://www.greatschools.org/new-jersey/woodbridge-township/2248-Woodbridge-Middle-School/,Below average,2.0,WOODBRIDGEMIDDLESCHOOL,525BARRONAVENUEWOODBRIDGETOWNSHIPNJ07095,100.0,88.88888888888889
Camden,Voorhees Township School District,Signal Hill School,07-5400-095,"33 Signal Hill Drive, VOORHEES, NJ, 08043",SIGNALHILLSCHOOL,33SIGNALHILLDRIVEVOORHEESNJ08043,Signal Hill School,"33 Signal Hill Drive, Voorhees Township, NJ, 08043",https://www.greatschools.org/new-jersey/voorhees-township/2071-Signal-Hill-School/,Above average,8.0,SIGNALHILLSCHOOL,33SIGNALHILLDRIVEVOORHEESTOWNSHIPNJ08043,100.0,88.88888888888889
Monmouth,Middletown Township Public School District,Middletown Village Elementary School,25-3160-130,"147 KINGS HIGHWAY, MIDDLETOWN, NJ, 07748",MIDDLETOWNVILLAGEELEMENTARYSCHOOL,147KINGSHIGHWAYMIDDLETOWNNJ07748,Middletown Village Elementary School,"147 KINGS HIGHWAY, Middletown Township, NJ, 07748",https://www.greatschools.org/new-jersey/middletown/1171-Middletown-Village-Elementary-School/,Average,6.0,MIDDLETOWNVILLAGEELEMENTARYSCHOOL,147KINGSHIGHWAYMIDDLETOWNTOWNSHIPNJ07748,100.0,88.88888888888889
Mercer,Hamilton Township Public School District,Lalor Elementary School,21-1950-180,"25 BARNT DEKLYN ROAD, HAMILTON, NJ, 08610",LALORELEMENTARYSCHOOL,25BARNTDEKLYNROADHAMILTONNJ08610,Lalor Elementary School,"25 BARNT DEKLYN ROAD, Hamilton Township, NJ, 08610",https://www.greatschools.org/new-jersey/hamilton-township/739-Lalor-Elementary-School/,Below average,2.0,LALORELEMENTARYSCHOOL,25BARNTDEKLYNROADHAMILTONTOWNSHIPNJ08610,100.0,88.88888888888889
Ocean,Jackson Township School District,Lucy N. Holman Elementary School,29-2360-046,"125 Manhattan Street, Jackson, NJ, 08527",LUCYNHOLMANELEMENTARYSCHOOL,125MANHATTANSTREETJACKSONNJ08527,Lucy N Holman Elementary School,"125 Manhattan Street, Jackson Township, NJ, 08527",https://www.greatschools.org/new-jersey/jackson-township/859-Lucy-N-Holman-Elementary-School/,Average,5.0,LUCYNHOLMANELEMENTARYSCHOOL,125MANHATTANSTREETJACKSONTOWNSHIPNJ08527,100.0,88.88888888888889
Monmouth,Manalapan-Englishtown Regional Schools School District,Wemrock Brook School,25-2920-110,"118 MILLHURST ROAD, MANALAPAN, NJ, 07726",WEMROCKBROOKSCHOOL,118MILLHURSTROADMANALAPANNJ07726,Wemrock Brook School,"118 MILLHURST ROAD, Manalapan Township, NJ, 07726",https://www.greatschools.org/new-jersey/manalapan-township/3452-Wemrock-Brook-School/,Above average,9.0,WEMROCKBROOKSCHOOL,118MILLHURSTROADMANALAPANTOWNSHIPNJ07726,100.0,88.88888888888889
Middlesex,Woodbridge Township School District,Mawbey Street Elementary School,23-5850-220,"275 MAWBEY STREET, WOODBRIDGE, NJ, 07095",MAWBEYSTREETELEMENTARYSCHOOL,275MAWBEYSTREETWOODBRIDGENJ07095,Mawbey Street Elementary School,"275 MAWBEY STREET, Woodbridge Township, NJ, 07095",https://www.greatschools.org/new-jersey/woodbridge-township/2258-Mawbey-Street-Elementary-School/,Above average,7.0,MAWBEYSTREETELEMENTARYSCHOOL,275MAWBEYSTREETWOODBRIDGETOWNSHIPNJ07095,100.0,88.88888888888889
Monmouth,Neptune Township School District,Neptune High School,25-3510-050,"55 NEPTUNE BOULEVARD, NEPTUNE, NJ, 07753",NEPTUNEHIGHSCHOOL,55NEPTUNEBOULEVARDNEPTUNENJ07753,Neptune High School,"55 NEPTUNE BOULEVARD, Neptune Township, NJ, 07753",https://www.greatschools.org/new-jersey/neptune-city/1287-Neptune-High-School/,Below average,2.0,NEPTUNEHIGHSCHOOL,55NEPTUNEBOULEVARDNEPTUNETOWNSHIPNJ07753,100.0,88.88888888888889
Somerset,Green Brook Township Public School District,Irene E. Feldkirchner Elementary School,35-1810-050,"105 Andrew Street, Green Brook, NJ, 08812",IRENEEFELDKIRCHNERELEMENTARYSCHOOL,105ANDREWSTREETGREENBROOKNJ08812,Irene E Feldkirchner Elementary School,"105 Andrew Street, Green Brook Township, NJ, 08812",https://www.greatschools.org/new-jersey/green-brook-township/692-Irene-E-Feldkirchner-Elementary-School/,Above average,7.0,IRENEEFELDKIRCHNERELEMENTARYSCHOOL,105ANDREWSTREETGREENBROOKTOWNSHIPNJ08812,100.0,88.88888888888889
Essex,West Orange Public Schools,Hazel Avenue Elementary School,13-5680-130,"45 HAZEL AVE, W ORANGE, NJ, 07052",HAZELAVENUEELEMENTARYSCHOOL,45HAZELAVEWORANGENJ07052,Hazel Avenue Elementary School,"45 Hazel Avenue, West Orange, NJ, 07052",https://www.greatschools.org/new-jersey/west-orange/2180-Hazel-Avenue-Elementary-School/,Average,6.0,HAZELAVENUEELEMENTARYSCHOOL,45HAZELAVENUEWESTORANGENJ07052,100.0,88.88888888888889
Monmouth,Middletown Township Public School District,Nut Swamp Elementary School,25-3160-145,"925 Nut Swamp Road, MIDDLETOWN, NJ, 07748",NUTSWAMPELEMENTARYSCHOOL,925NUTSWAMPROADMIDDLETOWNNJ07748,Nut Swamp Elementary School,"925 Nut Swamp Road, Middletown Township, NJ, 07748",https://www.greatschools.org/new-jersey/middletown/1174-Nut-Swamp-Elementary-School/,Average,6.0,NUTSWAMPELEMENTARYSCHOOL,925NUTSWAMPROADMIDDLETOWNTOWNSHIPNJ07748,100.0,88.88888888888889
